Main_Atlas_Number,Main_Display_Name,Interior_Summary,Interior_Water_Comments,Interior_Surface_Comments,Interior_Excavation_Comments,Interior_Geophysics_Comments,Interior_Water_None,Interior_Water_Spring,Interior_Water_Stream,Interior_Water_Pool,Interior_Water_Flush,Interior_Water_Well,Interior_Water_Other,Interior_Surface_None,Interior_Surface_Round,Interior_Surface_Rectangular,Interior_Surface_Curvilinear,Interior_Surface_Roundhouse,Interior_Surface_Pit,Interior_Surface_Quarry,Interior_Surface_Other,Interior_Excavation_None,Interior_Excavation_Pit,Interior_Excavation_Posthole,Interior_Excavation_Roundhouse,Interior_Excavation_Rectangular,Interior_Excavation_Road,Interior_Excavation_Quarry,Interior_Excavation_Other,Interior_Excavation_Nothing,Interior_Geophysics_None,Interior_Geophysics_Pit,Interior_Geophysics_Roundhouse,Interior_Geophysics_Rectangular,Interior_Geophysics_Road,Interior_Geophysics_Quarry,Interior_Geophysics_Other,Interior_Geophysics_Nothing
988,"Carrowkeel, Roscommon",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
989,"Peat Hill, Dumfries & Galloway (Dryfe Water)","Several timber round-houses within the later settlement, and possibly two in the unencumbered part of the interior of the fort",NA,Ring-groove,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
990,"Castleruby, Roscommon (Tonroe, Lissawaddy)",No evidence for any internal features on the surface. Two field boundaries merge at the center of the fort and form the boundary for three townlands.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
991,"Moydow, Roscommon (Moydow Hill)",A cairn is positioned at the centre of the fort. This probably pre-dates the construction of the hillfort. A telecommunications mast has been erected within the fort.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
992,"Castle Hill, Dumfries & Galloway","At least four timber round-houses, two of which were evidently built successively",NA,Ring-grooves. Ring-ditch house,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
993,"Rockville, Roscommon (Mullinashee Wood)","Large cairn at highest point of interior measuring 25m in diameter and 3.2m in height. De Valera and O'Nuallain (1968, 26).suggest the monument is a passage tomb.",NA,Large cairn,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
994,"Carrowgilhooly, Sligo",No evidence for any internal features on the surface. A disused quarry has damaged the N portion of the site.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
995,"Rangecastle, Dumfries & Galloway (Rangecastle Hill; Range Castle)","While the summit area within the inner rampart is featureless, there is a possible round house platform within the outer defences at the SW end",The ist edition OS map shows a well or spring about 35m SW of the defences,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
996,"Beacon Hill, Leicestershire","Geophysics has shown an irregular triangular enclosure in the interior (no details). Stray finds of late Bronze Age artefacts including a hoard of an axe, gouge and two spearheads, also bronze working debris.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
997,"Hallaton Wood, Leicestershire",NA,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
998,"Robin-a-Tiptoe Hill, Leicestershire",No evidence.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
999,"Bury Camp, Leicestershire (Ratby Camp; Ratby Burrow)",Surface finds of late Bronze Age and Iron Age pottery have been found associated with the bank. A mortarium sherd also found.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1000,"Burrough Hill, Leicestershire","Geophysics has shown over 400 pits, roundhouses (6-15m dia) and enclosures all confirmed by excavation. Very rich assemblage of material culture, pottery, metalwork/ing, quernstones, worked bone, environmental, weaving.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No
1001,"The Bulwarks, Leicestershire (Breedon Hill; Breedon-On-The-Hill)","Excavations by Kenyon showed 23 inhumations in rows, may be IA based on pottery but may be Saxon, pits and postholes, good assemblage of pottery plus iron and bronze objects, worked bone, quern stones, weaving equipment, metal working. Roundhouses and pits on aerial photographs.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1002,"Life Hill, Leicestershire",No evidence other than Romano-British pottery from field walking.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1003,"Blackberry Hill, Leicestershire","No evidence other than a beehive quern ploughed up, and Roman pottery and slag were noted on the site in the 1980s.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1004,"Muckelty, Sligo","No evidence for any internal features on the surface. Egan, Byrne and Sleeman (2005) note that the interior has been ploughed for forestry but not planted.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1005,"Alais Knowe, Elbeckhill, Dumfries & Galloway",Overlain by a postmedieval farmstead,NA,Buildings and enclosures of a post-medieval farmstead,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1006,"Mullaghcor, Sligo","A bowl barrow is positioned at the NW section of fort interior. This is a circular feature 14m in diameter and 2m high (Condit, Gibbons and Timoney 1991, 62)",NA,Barrow,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1007,"Bigwood, Westmeath (The Hill of Mael, The Hill of Moat)","A small, low-rise circular earthwork approximately 16m in diameter is visible in most aerial photographs. This is positioned at the centre of the fort. Two linear earthworks extend from the SE section of the circular feature and connect to the SE portion of the enclosing elements of the fort. It is likely that these features are archaeological and may be contemporary with the fort.",NA,Circular enclosure with antennae banks on the SE,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1008,"Dinwoodie Hill, Dumfries & Galloway (Dalmakethar; Millhill)",Featureless apart from the settlement enclosure,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1009,"Oldcourt, Wicklow (Woodend Hill)",A cairn is recorded at the highest point of the interior but has since been removed (Grogan and Kilfeather 1997).,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1010,"Rathmoon, Wicklow",No evidence for any internal features on the surface. Geophysical survey has identified an internal enclosing element distinct from the bank recorded by the Ordnance Survey in 1842 and 1906. This is also apparent in some aerial photographs. This is positioned at the highest point of the interior. Within this are a distinct cluster of small pit features (O'Driscoll 2014). A large pool of water is visible abutting the N section of the recorded enclosing element.,NA,NA,NA,Internal enclosing element and pits.,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
1011,"Middle Houghton, Northamptonshire (Great Houghton)",No evidence,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1012,"Athgoe, Dublin (Athgoe Hill, Raheen)",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1013,"Ardcarney, Clare","The S section of the interior has been formed into an oval enclosure recorded as an early medieval ringfort. It is, however, possible that this feature is contemporary with the construction of the contour fort.",NA,S side of the interior contains a smaller oval enclosure recorded as an early medieval ringfort,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1015,"Dalmakethar, Dumfries & Galloway",Foundations of two round-houses noted by OS,NA,Not located under trees by RCAHMS in 1990,NA,NA,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1016,"Ballyneillan, Clare (Cairn Hill)",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1017,"Dalmakethar, Dumfries & Galloway",Featureless apart from the Late Iron Age settlement enclosure,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1019,"Ballybroony, Mayo (Rathnabart)",Pool in the NW of the interior approximately 10m in diameter.,NA,NA,NA,NA,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1020,"Broomhillbank Hill, Dumfries & Galloway (Broom Hill Bank Hill)",Featureless apart from traces of cord rig,NA,Cord rig,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1021,"Ballynamrossagh, Tipperary (Rathmoyle)",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1022,"Ballyneety, Tipperary",Lazy-bed cultivation is visible within interior.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1023,"Broomhillbank Hill, Dumfries & Galloway (Broom Hill Bank Hill)",Traces of at least two timber round-houses,NA,Ring-ditch houses,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1024,"Dornock Mains, Dumfries & Galloway (Dornoch; Gleningle)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1025,"Robgill, Dumfries & Galloway",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1026,"Carterton, Dumfries & Galloway",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1027,"Boeeshil, Leitrim",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1028,"Dormont Rig, Carterton, Dumfries & Galloway",At least two house platforms,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1029,"Garristown, Dublin",Remains of post-Medieval windmill at centre of the interior. No surface features that may be considered contemporary with the fort.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1030,"Whitcastles, Dumfries & Galloway",Obscured,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1031,"Newland Hill, Dumfries & Galloway","Four or five round-house platforms shown by George Jobey (1971, 88, fig 8)",NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1032,"Craighousesteads, Dumfries & Galloway",Contains evidence of at least six ring-ditch houses,NA,Ring-ditch houses,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1033,"Cleuchheads, Dumfries & Galloway (Wynholm Burn)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1034,"Doe's Hill, Dumfries & Galloway (Kirtlehead)","Probably at least two house platforms on the uphill side at the rear, and otherwise occupied by two smaller scooped settlements",NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1035,"Mid Hill, Dumfries & Galloway (Cairnknowe; Haggy Hill)",At least three possible house platforms identified by the OS,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1036,"Minsca, Dumfries & Galloway (Minsca Farm)",Evidence of at least five ring-ditch houses and two palisade trenches,NA,Ring-ditch houses,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1037,"Newhall Hill (NW), Dumfries & Galloway (Newhall Farm)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1038,"Newhall Hill (SE), Dumfries & Galloway (Newhall Farm)",Stances of at least four round houses are visible,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1039,"Kilfarrasy, Waterford","There are no recorded features within the interior of the site. A possible spring/stream was noted by Westropp during an investigation by him in 1914 (Westropp 1914-16, 210).","Westropp records a 'spring and stream' in the E side of the ditch (1914-16, 210)",NA,NA,NA,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1040,"Knockmahon, Waterford",There are no recorded internal features such as hut-sites. Two stones with ogham script were recovered from the ditch when the site was surveyed in the 1980s.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1041,"Rathmoylan, Waterford",There are no recorded internal features,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1042,"Crawthat Cottage, Dumfries & Galloway",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1043,"West-Town, Waterford (Great Island)","Westropp notes that the 6-inch map shows an Çoval mound or hut-site, in the garth, near the west end' but this was no longer evident when he inspected the site in 1906 and 1914.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1044,"Woodstown, Waterford",There are no recorded internal features,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1045,"Kilpoole Upper, Wicklow",There are no recorded internal features,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1046,"Mountbagnall, Louth (Mota Gormfhlaith)",There are no recorded internal features,The Castletown River is situated adjacent to the site.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1047,"Nook, Wexford",A fortified medieval church is recorded in the interior of the site (WX044-002002),NA,These relate to Later Medieval period,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1048,"Ramstown, Wexford (Dundonnell)",A possible rectangular hut-platform was noted by Westropp measuring 6.4m by 4.7m within the interior of the fort.,NA,A possible rectangular hut-platform,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1049,"Castlewideham, Cork (Dun Cruadha)",The point of the promontory is occupied by a Late Medieval tower house and bawn (Power 2000). Later country house also within interior. Modern buildings stand on the NW section of the fort.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1050,"Gort An Choirce, Donegal (Cashel)",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1051,"Slieve, Louth",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1052,"Knockagh, Louth",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1053,"Kane, Louth",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1054,"Anneville, Clare",A modern road cuts through the defenses and much of the interior. A large house is located at the edge of the promontory at the W.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1055,"Oldcourt, Cork",The interior has been landscaped and turned into a golf course. There are no apparent archaeological features on the surface of the interior.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1056,"Drombrow, Cork",No evidence for any internal features on the surface. Interior under dense woodland.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1057,"Ballyhugh, Cavan",There is a circular depression approximately 4.5m in diameter at the NE portion of the interior which may be the remains of a hut structure (O'Donovan 1995).,NA,Possible hut structure.,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1058,"Glasleck, Cavan",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1059,"Garrysallagh (D'Arcy), Cavan",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1060,"Mullagh, Cavan",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1061,"Tullynavinn, Donegal",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1062,"Doon, Donegal (Doon Rock)",No evidence for any internal features on the surface. Interior is quite overgrown.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1063,"Templetown, Wexford",There are no recorded internal features.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1064,"Saltee Island Great, Wexford (Saltee Island Great)","Part of the foundation course of a circular hut site (int. dims 7.9m E-W; 4.8m plus N-S) is within, but most of the perimeter SW-N-SE is missing. It is suggested that this may have been part of a later ringfort, however this cannot be confirmed.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1065,"Conundrum South, Northumberland (Halidon Hill Iron Age Fort)",No internal features visible.  The majority of the site lies within modern plantation,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1066,"An Machaire, Donegal",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1067,"Drumnasillagh, Donegal",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
1068,"An Bhraid Ochtarach, Donegal",No evidence for any internal features on the surface.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
