Main_Atlas_Number,Main_Display_Name,Investigations_Summary,Related_Investigations
1123,"Loch Hill, Dumfries & Galloway (Glendivan; Hoghill)","First noted by Alexander Curle in 1912 during the preparation of the County Inventory for Dumfriesshire (RCAHMS 1920, 81, no.211), it was visited by the OS in 1979 and revisited by RCAHMS in 1980. Subsequently, in 1992, RCAHMS surveyed the fort in detail (RCAHMS 1997, 157, fig 161). It was Scheduled in 2010.",Other (1912); 1st Identified Map Depiction (1979); Other (1980); Earthwork Survey (1992); Other (2010)
1124,"Shaw Hill, Calkin, Dumfries & Galloway (Cauldkinefoot; Culkin)","First depicted in 1857 on the 1st edition OS 6-inch map (Dumfriesshire 1862, sheet 44), the fort was visited by Alexander Curle in 1912 during the preparation of the County Inventory for Dumfriesshire (RCAHMS 1920, 218, no.647). It was surveyed by George Jobey in 1967 (Jobey 1971, 91, fig 11),  It was visited by the OS in 1979 and revisited by RCAHMS in 1981. It was Scheduled in 1987 and has since been surveyed in detail by RCAHMS in 1991 (RCAHMS 1997, 163, fig 171).",1st Identified Map Depiction (1857); Other (1912); Earthwork Survey (1967); Other (1979); Other (1981); Earthwork Survey (1991)
1125,"Craig Hill, Dumfries & Galloway (Craig)","Probably the fort shown on William Crawford's Map of Dumfries-shire (1804), it was depicted in 1857 on the 1st edition OS 25-inch map (Dumfriesshire 1862, sheet 45.2), and visited in 1912 by Alexander Curle during the preparation of the County Inventory for Dumfriesshire (RCAHMS 1920, 215, no.637). It was revisited by RCAHMS in 1955 and subsequently surveyed by George Jobey in 1969 (Jobey 1971, 93, fig 13). The OS visited in 1979, and the RCAHMS again in 1980, carrying out a new survey in 1992. It was Scheduled in 1986, and re-Scheduled with a larger area in 2010.",1st Identified Map Depiction (1804); Other (1857); Other (1912); Other (1955); Earthwork Survey (1969); Other (1979); Other (1986); Earthwork Survey (1992); Other (2010)
1126,"Little Hill, Craig, Dumfries & Galloway (Little Hill Craig; Craighill)","Assuming that William Crawford's Map of Dumfries-shire (1804) shows the nearby fort on the summit of Craig Hill, rather than the fort below it on Little Hill, this fort apparently escapes detection until the RCAHMS Survey of Marginal Lands about 1955. It was subsequently surveyed by George Jobey in 1969 (Jobey 1971, 84, fig 5). The OS visited in 1979, and the RCAHMS again in 1980, when the vitrifaction was first observed, carrying out a new survey in 1992. It was Scheduled in 1986, and re-Scheduled with a larger area in 2010.",Other (1955); Earthwork Survey (1969); Other (1979); Other (1980); Other (1986); Earthwork Survey (1992); Other (2010)
1127,"Gibb's Hill, Dumfries & Galloway (Logan Water)","First discovered during RCAHMS fieldwork in 1981, a detailed lan was drawn up in 1993 (RCAHMS 1997, 122-5, figs 116-18). It has also been photographed by the RCAHMS Aerial Survey Programme on three occasions, in 1986, 1991 and 1995. It was Scheduled 1988.",Earthwork Survey (1981); Other (1988); Earthwork Survey (1993)
1128,"Brieryshaw Hill, Dumfries & Galloway","First depicted in 1857 on the 1st edition of the OS 25-inch map (Dumfriesshire 1862, sheet 36.7), the fort was visited by Alexander Curle in 1912 during the preparation of the County Inventory for Dumfriesshire (RCAHMS 1920, 81, no.210), It was revisited by RCAHMS in 1955 during the Survey of Marginal Lands and Surveyed by George Jobey in 1968 (Jobey 1971, 87, fig 7). It was resurveyed by the OS at 1:2500 in 1979, and revisited by RCAHMS in 1981. It was Scheduled in 1987. RCAHMS took aerial photographs of the fort in 1991 and returned to carry out a detailed survey in 1992 (RCAHMS 1997, 130-3, fig 127).",1st Identified Map Depiction (1857); Other (1912); Other (1955); Earthwork Survey (1968); Other (1979); Other (1981); Other (1987); Earthwork Survey (1992)
1129,"Kirk Hill, Scottish Borders","Shown as 'Roman Encampment' on N Tennant's Map of the County of Roxburgh (1840), it was subsequently shown in 1858 on the 1st edition OS 25-inch map (Roxburghshire 1863, sheet 45.10), and shortly after in 1865 described by The Rev John Maughan, who claimed that large quantities of stone were robbed from the rampart to build field walls (Maughan 1866, 105-6). RCAHMS surveyed the site in 1948 for the County Inventory of Roxburghshire (RCAHMS 1956, 92-3, no.102, fig 135) and it was Scheduled in 1961. The OS visited in 1979, and RCAHMS returned in 1996 to identify the internal palisades for the first time. It was photographed from the air by CUCAP in 1979 and by the RCAHMS Aerial Survey Programme in 1997 and 2000.",1st Identified Map Depiction (1840); Other (1858); Other (1865); Earthwork Survey (1948); Other (1961); Other (1979); Other (1996)
1130,"Carby Hill, Scottish Borders","This fort is first depicted in 1858 on the 1st edition OS 25-inch map (Roxburghshire 1863, sheet 45.15) and shortly after in 1865 described by The Rev John Maughan, who noted that large quantities of stone were robbed from the rampart to build field walls some 40 years before; he also claimed to have observed twelve round-houses within the interior (Maughan 1866, 103-5). It was surveyed by RCAHMS in 1949 (RCAHMS 1956, 90, no.96, fig 129) and in 1963 Richard Feachem, in line with contemporary thought, suggested that the round-houses visible in the interior were likely to belong to a secondary Roman Iron Age occupation (1963, 154); while they may be secondary, this chronology is no longer secure. It was Scheduled 1958. The OS visited the site in 1979.",1st Identified Map Depiction (1858); Other (1865); Earthwork Survey (1949); Other (1958); Other (1979)
1131,"Cool West (An Chúil Thiar), Cool West (Iveragh Peninsula) (Dundagallan; Dún Dá Ghallán (fort of the two pillars))","The entrance pillars to the site are marked as 'Gallauns' on the first edition 6-inch OS map. Surveyed by Westropp in 1912 and visited for the compilation of the Iveragh Archaeological Inventory in the 1990s (O'Sullivan and Sheehan 1996, 128)",1st Identified Map Depiction (1840); 1st Identified Written Reference (1912); Earthwork Survey (1996)
1132,"Emlagh (An Timleach), Kerry (Doonear)","The site is not depicted on any editions of the OS 6-inch maps. Surveyed by Westropp in 1912 and visited for the compilation of the Iveragh Archaeological Inventory in the 1990s (O'Sullivan and Sheehan 1996, 128)",1st Identified Written Reference (1838); Earthwork Survey (1912); Earthwork Survey (1996)
1133,"Foilnageragh (Faill na Gcaoireach), Kerry (Iveragh Peninsula) (Dromgour  (Goats Ridge))","The site is not depicted on any editions of the OS six-inch maps. Visited and surveyed for the compilation of the Iveragh Archaeological Inventory in the 1990s (O'Sullivan and Sheehan 1996, 128).",Earthwork Survey (1996)
1134,"Reencaheragh (Rinn Chathrach), Kerry (Caisleán Rinn Chathrach; Doon Point)","Defences and internal structures depicted on the first edition (1840) six-inch map of the site. Wall and castle only appear on the second edition six-inch and 25-inch maps. Surveyed by Westropp in 1912 and visited for the compilation of the Iveragh Archaeological Inventory in the 1990s (O'Sullivan and Sheehan 1996, 128",1st Identified Map Depiction (1840); 1st Identified Written Reference (1912); Earthwork Survey (1996)
1135,"Reencaheragh (Rinn Chathrach), Kerry","The site is not depicted on any editions of the OS six-inch maps. Visited and surveyed for the compilation of the Iveragh Archaeological Inventory in the 1990s (O'Sullivan and Sheehan 1996, 128).",Earthwork Survey (1996)
1136,"Ballyickeen Commons (Coimên Bhaile Cên), Kerry (Doonbinnia)","The site is depicted on the second edition 6-inch and 25-inch OS maps (1895).Visited and surveyed for the compilation of the Iveragh Archaeological Inventory in the 1990s (O'Sullivan and Sheehan 1996, 128).",1st Identified Map Depiction (1895); Earthwork Survey (1996)
1137,"Ballymacadoyle (Baile Mhic and Daill), Kerry (Doon; An Dún)","Promontory depicted on the first edition OS six-inch map (1840). Defences are marked on the second edition six-inch and twenty-five-inch map (1895). Surveyd by Westropp in 1910 and site was was visited and planned by Augustus H. Lane-Fox, later known as A. H. Pitt-Rivers in 1865 (Twohig 1987, 36). Visited and surveyed for the compilation of the Iveragh Archaeological Inventory in the 1990s (O'Sullivan and Sheehan 1996, 128)",1st Identified Map Depiction (1840); Earthwork Survey (1865); Earthwork Survey (1910); Other (1986); Earthwork Survey (1996)
1138,"Ballymore West (Baile Móir Thiar), Kerry (Fail na Mná)","The site is depicted on the second edition six-inch and twenty-five inch OS maps (1895). Surveyed by Westropp in 1910, and visited for the compilation of the Iveragh Archaeological Inventory in the 1990s (O'Sullivan and Sheehan 1996, 128).",1st Identified Map Depiction (1895); 1st Identified Written Reference (1910); Earthwork Survey (1986); Earthwork Survey (1996)
1139,"Ballymore West (Baile Móir Thiar), Kerry (An Dúinín)","The site is depicted on the second edition six-inch and twenty-five inch OS maps (1895). Surveyed by Westropp in 1910, and visited for the Dingle Peninsula Archaeological Survey in the mid-1980s (Cuppage et al. 1986).",1st Identified Map Depiction (1895); 1st Identified Written Reference (1910); Earthwork Survey (1986); Earthwork Survey (1996)
1140,"Ballynahow (Baile na Habha), Kerry (Doonore; An Dún Rua)","The site is not depicted on any editions of the OS six-inch maps although it is named 'Doonroe' on the first edition OS six-inch map. Surveyed by Westropp in 1910, and visited for the Dingle Peninsula Archaeological Survey in the mid-1980s (Cuppage et al. 1986)",1st Identified Written Reference (1910); Earthwork Survey (1986); Other (1996)
1141,"Hepburn Bell, Northumberland",It is shown on 1856-65 OS mapping. Field investigations in 1955 and 1969.,Other (1955); Other (1969); 1st Identified Map Depiction (1856-1865)
1142,"Shipman Head, Isles of Scilly","On 1st Ed. OS map (1889-90). Field investigation Ordnance Survey 1978. No excavations, but pollen analysis of SE rampart cliff face.",Other (1978); 1st Identified Map Depiction (1889-1890); Other (1901-2000)
1143,"Burnt Hill, St Martin's, Isles of Scilly","Small excavation, H.E. O'Neil, 1953 (no details). Field investigation Ordnance Survey 1978.  Measured survey English Heritage: Defending Scilly Project, 2008-2010. Plotted by NMP - no date.",Excavation (1953); Other (1978); Earthwork Survey (2008-2010); Other (None-None)
1144,"Giant's Castle, St Mary's, Isles of Scilly","Mention by W. Borlase 1956. On 1st Ed. OS map (1889-90). Small excavation by B.H.St J. O'Neil 1939 and 1945 and investigation by P.W.M. Thriepland, 1940 - no details. Field investigation Ordnance Survey 1978. Desk assessment. Isles of Scilly Research Framework, Cornwall Archaeological Unit, 2010-12.",1st Identified Written Reference (1756); Excavation (1940); Other (1978); 1st Identified Map Depiction (1889-1890); Excavation (1939-1945); Other (2010-2012)
1145,"Arran, Glenashdale, North Ayrshire","First depicted in 1864 on the 1st edition OS 25-inch map (Argyll and Bute 1869, sheet 255.9), it was noted by James Balfour (1910, 185-6). It was visited by the OS in 1977, by which time the surrounding area was already under forestry and the small clearing that it occupies was under dense bracken. It was Scheduled in 1993. The WoSAS entry records other site visits in 1989, 1994 and 1996.",1st Identified Map Depiction (1864); Other (1910); Other (1977); Other (1989); Other (1993); Other (1994); Other (1996)
1146,"Arran, Dippen, North Ayrshire","First depicted in 1864 on the 1st edition OS 25-inch map (Argyll and Bute 1869, sheet 255.14), and visited by the OS in 1977, it seems to have escaped further examination until a coastal zone assessment survey carried out by CFA Archaeology in 2004 (Cressey and Badger 2005) and fieldwork by ACFA members in 2005.",1st Identified Map Depiction (1864); Other (1977); Other (2004); Other (2005); Other (2009)
