Main_Atlas_Number,Main_Display_Name,Landscape_Altitude,Landscape_Type_Comments,Landscape_Topography_Comments,Landscape_Topography_Dominant,Landscape_Type_Contour,Landscape_Type_Partial,Landscape_Type_Promontory,Landscape_Type_Hillslope,Landscape_Type_Level,Landscape_Type_Marsh,Landscape_Type_Multiple,Landscape_Topography_Hilltop,Landscape_Topography_Coastal,Landscape_Topography_Inland,Landscape_Topography_Valley,Landscape_Topography_Knoll,Landscape_Topography_Ridge,Landscape_Topography_Scarp,Landscape_Topography_Hillslope,Landscape_Topography_Lowland,Landscape_Topography_Spur,Landscape_Aspect_N,Landscape_Aspect_NE,Landscape_Aspect_E,Landscape_Aspect_SE,Landscape_Aspect_S,Landscape_Aspect_SW,Landscape_Aspect_W,Landscape_Aspect_NW,Landscape_Aspect_Level
1097,"Shankoagh, Roscommon",58.0,"Inland promontory fort positioned on the W side of the River Suck in a distinctive meander. The fort is defined by the river at the N, E and S and is protected on its W side by an earthen bank and external ditch.",,Promontory.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1098,"Fahy (An Fhaiche), Galway",5.0,"This small triangular promontory, measuring 35m by 30m overlooks the mouth of Clifden Bay to the S and is defined by an earthen bank on the landward side, and an external ditch and a poorly preserved outer bank or counterscarp. It is situated at an altitude of 5m OD.",,SE-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
1099,"Dundermot, Roscommon",57.0,"Inland promontory fort positioned on the SE bank of a bend in the River Suck at its confluence with Island River. The fort is defined at the NE, NW and SW by the River Suck and is protected at the E and SE by a largely levelled earthen bank and external ditch.",,Promontory.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
1100,"Fawnmore (An Fán Mór), Fawnmore (Inishbofin)",14.0,"This coastal promontory is forms a rocky headland on the N side of Inishbofin at an altitude of 14m OD. It can be described as an irregular, uneven outcrop of land measuring approximately 80m by 54m, flanked by deep coastal chasms and enclosed by a curving and much collapsed wall on the SE side.",,NW-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
1101,"Warren, Roscommon (Rindown Peninsula)",40.0,"Large inland promontory fort position on the E shore of Lough Ree. Large, sub-rectangular area of land projecting SE into Lough Ree. Fort is defined by the Carrownure Bay at W, and by Lough Ree to the S and E. The NW neck of land that joins the fort to the mainland is protected by a bank and wide external ditch.",,Promontory.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1102,"High Island (Ardoileán), Galway (High Island)",10.0,"The possible coastal promontory is situated on the E end of High Island  projecting SE into the sea from the mainland. It has been described as a rectangular area defined by the cliff edge on the E and S, and by a shallow curving, flat-bottomed ditch on the W and N side.",,SE-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
1103,"Castle O'Er, Dumfries & Galloway",265.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1104,"Inishark (Inis Airc), Galway",49.0,"This possible coastal promontory is situated on the SW end of Inishshark off the coast of Co. Galway. It is defined by a substantial earthen bank running in roughly straight line from Aill na nUibheacha Cove on the NW shore of the Island to F† Duilisc Cove on the SE, a distance of c. 460m. It is situated at an altitude of 49m OD.",,SW-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1105,"Clogher Beg, Sligo",8.0,"Inland promontory fort on S face slope, projecting S from the N shoreline of Lough Gill. The fort is defined by the lake at the E, S and W. The neck of land at the N that connects the fort to the mainland is protected by a modified natural scarp and bank and ditch running roughly E-W across the promontory.",,Promontory.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
1106,"Inishshark, Galway (Inishark) (Dooneenapisha)",4.0,"This possible coastal promontory fort has been eroded into an offshore stack at E end of Inishshark at an altitude of 4m OD.  Measures approximately 55m by 10m, it was once joined to the mainland at its S end. Traces of an earthen bank survive to the S running for at least 9m, while an external ditch is also present at the extreme end of the island",,The site is overlooked by cliffs to the W,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1107,"Bleakmoor Hill, Northumberland (Harden Quarry)",328.0,A hillslope fort lying at 328m OD towards the summit of Bleakmoor Hill,,Towards the summit of Bleakmoor Hill,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
1108,"Hazelwood Demesne, Sligo",4.0,"Inland promontory fort projecting SE from the NW shoreline of Lough Gill. The fort is defined at the NE, E, S and SW by the lake. The thin neck of land that connects the fort to the mainland is protected by an arcing bank at the NW.",,Promontory.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1109,"Knoxspark, Sligo",30.0,"Inland promontory fort positioned at W side of bend in Ballysadare River. The fort is enclosed at the N, E and S by the river and by the expanse of a silted marshy lake at the W (Mount 1994, 22). The fort was built at the S end of an elongated limestone ridge at the centre of this area (Mount 1994 22 - 23). A stone-faced bank and external ditch was constructed across the neck of this ridge on the NE, creating what Mount (1994) suggests is an inland promontory fort. Mount (2003, 105) suggests that the fort is well sited to control river traffic from Ballysadare Bay along the Ballysadare River and to guard a possible river crossing between the Barony of Tirerrill to the E and Leyny to the W.",,Ridge.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1110,"Killeany (Cill Ñinne), Galway (Inis Mór) (Dooncaher (The Black Fort))",6.0,This coastal promontory fort is situated on a sheer cliff top on the SW side of Inis M† at an altitude of 6m OD.  It encloses an irregular area of limestone pavement  a massive drystone rampart drawn in an arc to bar access from the NE and measuring c. 73m in length.,,SW-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1111,"Haw Birren, Westside, Dumfries & Galloway (Westside)",260.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1112,"Tanlawhill, Dumfries & Galloway",240.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1113,"Westquarter (An Cheathr– Iartharach), Galway (Inishbofin) (Doonmore (Big Fort))",18.0,"This coastal promontory fort is situated on a steep headland, flanked by sheer cliffs. It is roughly rectangular and the ground rises towards the W. It is defended on the landward side (ESE) by a curving drystone wall.",,NW-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
1114,"Hetton Dean West, Northumberland",90.0,"A level terrain fort lying at 90m OD on a slight, south-easterly facing spur",,Slight spur,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No
1115,"Lahanagh, Sligo",7.0,"Inland promontory fort on N facing slopes jutting out from the S shoreline of Lough Gill. The fort is defined by a scarp on all sides. This scarp follows the edge of the coastline at the N, E and S.",,Promontory.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1116,"Douglas Farm, Dumfries & Galloway (Wardens Dykes; Boghead; The Bracken; Gretna)",30.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1117,"Westquarter (An Cheathr– Iartharach), Westquarter (Inishbofin) (Doongrania)",1.0,"This coastal promontory reduced to an eroding island (0.07ha; 46m by 18m) situated at an altitude of 1m OD. Once joined to the mainland by a shingle bank.  Defended by dry-stone wall along the NW side of the island, only faint traces of which survive today.",,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1118,"Alaghee/Alachaí Mór, Kerry (Doongar)",17.0,"This coastal promontory projects SW  from the mainland between St. Finans Bay and Ducally Head off the SW coast of Co. Kerry at an altitude of 17m OD. It is separated from the landward side by a narrow neck, forming a considerable natural defence. This natural defence is augmented by a poorly preserved, sod-covered stone wall  that curves across the landward end of the promontory.",,SW-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1119,"Ballyhoge, Wexford",30.0,Inland promontory fort is positioned on the E side of a small tributary stream of the River Slaney (Moore 1996). The fort is defined by a cliff edge at the N and S and the remains of a ditch at E protecting the landward side.,,Promontory.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
1120,"Cloghanecanuig (Clochán Ceannúigh), Kerry (Iveragh Peninsula) (An Dún)",7.0,"This coastal promontory projects SW from the mainland into St. Finans Bay at an altitude of 7m OD. It once consisted of two headlands joined by an arch which has since fallen, isolating the two landmasses. The enclosing defences survive  only on the NE headland (44m NE-SW by 19m NW-SE), consisting of two earthen banks, a ditch and a substantial stone wall.",,SW-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1121,"Cool East (An Chúil Thoir), Kerry (Iveragh Peninsula) (Dún Rua (Red Fort))",19.0,"Triangular coastal promontory of c. 0.37ha, near Culloo Head on the N side of Valencia Island in SW Co. Kerry. The fort rises gradually from its landward end towards its centre, where it drops sharply towards the N edge at an altitude of 19m OD.  It is defended by two banks and a ditch that curve across the base of the headland from WSW to ENE, and are traversed by a causeway.",,N-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1122,"Gilknockie Castle, Dumfries & Galloway (Gilnockie Bridge)",50.0,"If this is a fort rather than a castle, it is a promontory fort",,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1123,"Loch Hill, Dumfries & Galloway (Glendivan; Hoghill)",258.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1124,"Shaw Hill, Calkin, Dumfries & Galloway (Cauldkinefoot; Culkin)",260.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
1125,"Craig Hill, Dumfries & Galloway (Craig)",240.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1126,"Little Hill, Craig, Dumfries & Galloway (Little Hill Craig; Craighill)",185.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1127,"Gibb's Hill, Dumfries & Galloway (Logan Water)",290.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1128,"Brieryshaw Hill, Dumfries & Galloway",260.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1129,"Kirk Hill, Scottish Borders",275.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1130,"Carby Hill, Scottish Borders",260.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1131,"Cool West (An Chúil Thiar), Cool West (Iveragh Peninsula) (Dundagallan; Dún Dá Ghallán (fort of the two pillars))",7.0,"This long narrow promontory of c.0.06ha is situated on sheer cliffs and lies parallel to the neighbouring landmasses, projecting ENE from the mainland. It is now isolated by a collapsed stony bank and by an external, rock-cut ditch, occurring at the neck of the promontory.",,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1132,"Emlagh (An Timleach), Kerry (Doonear)",6.0,"Situated on a triangular promontory, joined to the mainland by a narrow neck that projects N into Dingle Bay at an altitude of 6m OD. Including the neck, it is 74m in overall length and for its initial 14m from the landward end it is only 4.5m wide. Beyond this, however, it increases to an average width of 10m for a further 27m before expanding into a wedge-shaped area 33m in length by a maximum of 23m transversely at the seaward end. A low bank and internal ditch located on the landward end of the neck are probably relatively modern in date. The defences lie at the seaward end of the neck.",,SW-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1133,"Foilnageragh (Faill na Gcaoireach), Kerry (Iveragh Peninsula) (Dromgour  (Goats Ridge))",40.0,"This coastal promontory forms a long, narrow headland projecting SW from its landward end for a distance of c. 260m at an altitude of 40m OD.  It is defended by two lines of enclosing elements, positioned 35m apart spanning the 22m wide promontory neck.",,It is overlooked to the E,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1134,"Reencaheragh (Rinn Chathrach), Kerry (Caisleán Rinn Chathrach; Doon Point)",4.0,"This coastal promontory can be described forms a long, broad headland located on the S side of the entrance to Portmagee Channel at an altitude of 4m OD. The landmass measures 190m NE-SW with the interior sloping upwards from the landward side towards the sea. The defences are located at the lowest part of the headland, composed of a substantial dry-stone wall into which a medieval gate-house has been built.",,The site is overlooked to the SE,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1135,"Reencaheragh (Rinn Chathrach), Kerry",8.0,This coastal promontory is situated between the two narrow inlets of Coosnaskirtane and Coosacunning on the S side of the entrance to Portmagee Channel at an altitude of 8m OD. The headland extends SW from the mainland for an overall distance of 150m contracting into a narrow neck after 27m and then opening up after a further 30m into a narrow wedge-shape some 85m in maximum length by 16m in breadth.,,Site is overlooked to the SE,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1136,"Ballyickeen Commons (Coimên Bhaile Cên), Kerry (Doonbinnia)",5.0,This coastal promontory is situated on a narrow headland projecting to the SW and overlooking the Blasket Sound at an altitude of 5m OD N of Dunquin Harbour in SW Co. Kerry. The landward end of the promontory is defended by two earthen banks and ditches traversed by a causeway 4.5m wide.,,SW-facing promontory,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1137,"Ballymacadoyle (Baile Mhic and Daill), Kerry (Doon; An Dún)",47.0,"This coastal promontory is located on a secluded cliff behind Ballymacadoyle Hill, S of Dingle Harbour in Co. Kerry. It is situated on a spit of land, projecting S from the mainland at an altitude of 47m OD. It is defended by two lines of enclosing elements. The interior of the fort rises in natural terraces to a rocky pinnacle",,The site is overlooked to the N,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
1138,"Ballymore West (Baile Móir Thiar), Kerry (Fail na Mná)",11.0,"This coastal promontory is situated on a small headland projecting S into Ventry Harbour in S, Co. Kerry at an altitude of 11m OD. It is defended to the N by a single bank of earth and stone measuring 2.64m high and an external ditch 2.44m deep and 8.3m wide that runs for approximately 20.5m.",,S-facing promontory. Site is overlooked to the N.,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
1139,"Ballymore West (Baile Móir Thiar), Kerry (An Dúinín)",3.0,"This coastal promontory is located at Ballymore Point on the E end of Ventry Harbour, Co. Kerry. A level NE-SW headland, access is barred by a low bank and external ditch that extend 28m across from the NW cliff edge.",,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1140,"Ballynahow (Baile na Habha), Kerry (Doonore; An Dún Rua)",36.0,"This coastal promontory is located close to Mount Brandon between two narrow inlets at Brandon Creek, Co. Kerry. It is a large promontory, about 300m square, separated from the mainland by a natural valley between the two inlets Coosatana and Coosavuddig. This natural defence has been augmented by a stone wall along its upper edge",,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1141,"Hepburn Bell, Northumberland",126.0,A contour fort occupying level ground on the summit of Hepburn Bell at 126m OD,,Summit of Hepburn Bell,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
1142,"Shipman Head, Isles of Scilly",36.0,"Promontory fort sited on Shipman Head, rocky NW-facing headland of Bryher, Isles of Scilly. Hell Bay to SW.",,Coastal headland.,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1143,"Burnt Hill, St Martin's, Isles of Scilly",30.0,"Possible promontory fort (aka cliff castle) located on prominent NE-facing promontory of Burnt Hill, between St Martin's Bay to W and St Martin's Head to E, St Martin's, Isles of Scilly.",,Coastal headland.,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1144,"Giant's Castle, St Mary's, Isles of Scilly",40.0,"Multivallate promontory fort (aka cliff castle) located on steep SE-facing coastal promontory, SE of Sakalee Down, on St Mary's, Isles of Scilly.",,Coastal headland,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
1145,"Arran, Glenashdale, North Ayrshire",100.0,,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1146,"Arran, Dippen, North Ayrshire",30.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1147,"Arran, Dippen, North Ayrshire",75.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
