Main_Atlas_Number,Main_Display_Name,Dating_Date_Comments,Dating_Pre_Comments,Dating_Post_Comments,Dating_Date_Pre_1200BC,Dating_Date_1200BC_800BC,Dating_Date_800BC_400BC,Dating_Date_400BC_AD50,Dating_Date_AD50_AD400,Dating_Date_AD400_AD800,Dating_Date_Post_AD800,Dating_Date_Unknown,Dating_Date_Reliability,Dating_Pre,Dating_Post,Related_Dating_Artefactual,Related_Dating_NA,Related_Dating_Morph_Earth_Typo,Related_Dating_C14,Related_Dating_Other
1111,"Haw Birren, Westside, Dumfries & Galloway (Westside)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1112,"Tanlawhill, Dumfries & Galloway","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1113,"Westquarter (An Cheathr– Iartharach), Galway (Inishbofin) (Doonmore (Big Fort))",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1114,"Hetton Dean West, Northumberland",Undated,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1115,"Lahanagh, Sligo",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1116,"Douglas Farm, Dumfries & Galloway (Wardens Dykes; Boghead; The Bracken; Gretna)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Incorporated into a plantation and cut by a later trackway,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1117,"Westquarter (An Cheathr– Iartharach), Westquarter (Inishbofin) (Doongrania)",No dating evidence available,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1118,"Alaghee/Alachaí Mór, Kerry (Doongar)",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1119,"Ballyhoge, Wexford",NA,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1120,"Cloghanecanuig (Clochán Ceannúigh), Kerry (Iveragh Peninsula) (An Dún)",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1121,"Cool East (An Chúil Thoir), Kerry (Iveragh Peninsula) (Dún Rua (Red Fort))",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1122,"Gilknockie Castle, Dumfries & Galloway (Gilnockie Bridge)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,Yes,Yes,D,No,No,No,Yes,No,No,No
1123,"Loch Hill, Dumfries & Galloway (Glendivan; Hoghill)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Turf structure built over rampart terminal at the SE entrance,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1124,"Shaw Hill, Calkin, Dumfries & Galloway (Cauldkinefoot; Culkin)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"A later enclosure, possibly of Late Iron Age date, has been inserted into the W quadrant of the interior, and the enclosure is not only crossed by later trackways, but has been incorporated into a post-medieval field-system",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1125,"Craig Hill, Dumfries & Galloway (Craig)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Small pen built over the outer earthwork on the WSW,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1126,"Little Hill, Craig, Dumfries & Galloway (Little Hill Craig; Craighill)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Quarrying at the NE end and heavy stone robbing along the rampart,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1127,"Gibb's Hill, Dumfries & Galloway (Logan Water)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",Some of the timber round-houses may predate the defensive phases,Long sequence of enclosures and round-houses,No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
1128,"Brieryshaw Hill, Dumfries & Galloway","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,The line of the inner rampart is capped with a later bank and there is a rectangular building in the centre of the interior.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1129,"Kirk Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,slighted by post-medieval ploughing and overlain by a stone march dyke,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1130,"Carby Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavy stone robbing; also overlain by a drystone field enclosure and by the foundations of four piers for a forest fire watch-tower.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1131,"Cool West (An Chúil Thiar), Cool West (Iveragh Peninsula) (Dundagallan; Dún Dá Ghallán (fort of the two pillars))",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1132,"Emlagh (An Timleach), Kerry (Doonear)",There is no dating available for the site.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1133,"Foilnageragh (Faill na Gcaoireach), Kerry (Iveragh Peninsula) (Dromgour  (Goats Ridge))",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1134,"Reencaheragh (Rinn Chathrach), Kerry (Caisleán Rinn Chathrach; Doon Point)",There is no dating available for the site. The whole site is likely to be medieval (SH),NA,Later medieval fortifications,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1135,"Reencaheragh (Rinn Chathrach), Kerry",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1136,"Ballyickeen Commons (Coimên Bhaile Cên), Kerry (Doonbinnia)",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1137,"Ballymacadoyle (Baile Mhic and Daill), Kerry (Doon; An Dún)",There is no dating available for the site,NA,One ledge has a series of small upright stones around its edge; the Dingle Survey suggests that this is the 'Burial Ground with headstones' mentioned in the OS Name Books.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1138,"Ballymore West (Baile Móir Thiar), Kerry (Fail na Mná)",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1139,"Ballymore West (Baile Móir Thiar), Kerry (An Dúinín)",There is no dating available for the site,NA,Possible quarry pit. A later wall with a slight internal ditch skirts the edge of the cliff isolating two smaller promontories to the SW and S.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1140,"Ballynahow (Baile na Habha), Kerry (Doonore; An Dún Rua)",There is no dating available for the site,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1141,"Hepburn Bell, Northumberland","Undated, presumed Iron Age",NA,Medieval rig and furrow ploughing. Trig point on western rampart,No,No,No,No,No,No,No,Yes,D,No,No,No,No,Yes,No,No
1142,"Shipman Head, Isles of Scilly",None.,Two Bronze Age kerbed cairns located on Badplace Hill in interior and small ring cairn outside outer rampart.,NA,No,No,No,No,No,No,No,Yes,D,Yes,No,No,Yes,No,No,No
1143,"Burnt Hill, St Martin's, Isles of Scilly","The site has been questioned as a cliff castle, although definite 'settlement' dated to possibly late Bronze Age/Iron Age.",NA,Possible. Field system nearby.,No,No,Yes,No,No,No,No,No,C,No,Yes,No,No,Yes,No,No
1144,"Giant's Castle, St Mary's, Isles of Scilly",Pottery fragments c. 300 BC.,NA,"Now deserted, coastguard's lookout on W.",No,No,No,Yes,No,No,No,No,C,No,Yes,Yes,No,No,No,No
1145,"Arran, Glenashdale, North Ayrshire","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1146,"Arran, Dippen, North Ayrshire","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1147,"Arran, Dippen, North Ayrshire","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1148,"Arran, Clauchlands, 'Dun Fionn', North Ayrshire","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1149,"Arran, An Cnap, North Ayrshire","In the absence of modern excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1150,"Arran, North Sannox, Torr An T' Sean Chaisteil, North Ayrshire","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1151,"Bute, Ardnahoe, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Rig and furrow is visible within the interior,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1152,"Bute, Loch Quien, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1153,"Bute, Dun Scalpsie, Argyll & Bute",No dating evidence was recovered by the excavations,NA,The defences are ovelain by post-medieval field dykes and WWII Home Guard defences are built into the wall,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1154,"Moel Hiraddug, Denbighshire (Moel Hiraddug Camp)","Metalwork found in 1872 (Smith 1928, 253-84) probably dates from the 1st century BC/AD. Few finds point to occupation in the 4th century BC and none earlier than 400 BC (Brassil et al 1982, 82). Limited C14 dating suggests that site may have been constructed at least a century earlier and calibrated to 6th and 5th centuries BC.",Possible Neolithic/Bronze Age flint implements.,NA,No,No,Yes,Yes,Yes,No,No,No,B,Yes,No,Yes,No,No,Yes,No
1155,"Penycloddiau, Denbighshire (Pen y Cloddiau)","Occupation Iron Age through to Roman period, but conjecture, and Bronze Age origins cannot be discounted.",Excavated Bronze Age cairn at highest point at N end of site.,NA,No,No,No,No,No,No,No,Yes,D,Yes,No,No,No,Yes,No,No
1156,"Moel Arthur, Flintshire","Probable Bronze Age origins. Coarse red pottery thought 'Roman', but from 1840's digging and unproven.",Mesolithic worked flint found in vicinity. Hoard of Bronze Age bronze Irish flat axes found in S part of enclosure. Possible Bronze Age barrow in interior.,Later quarrying within and outside the ramparts.,No,No,No,No,No,No,No,Yes,D,Yes,Yes,Yes,No,No,No,No
1157,"Llwyn Bryn Dinas, Powys (Llwyn Bryn-Dinas)","Excavation 1983 produced 8th or 9th century date for the earliest occupation, persisting until 2nd century BC. Excavations by CPAT/C.R. Musson in 1983 produced evidence of late Bronze Age occupation and metalworking using copper ore from Llanymynech Hill (Atlas No 0071 ). Earliest fortifications C14 dated to late 9th to early 8th centuries BC and metallurgical analysis of debris from rear of rampart proved a metalworking floor which was C14 dated to 3rd century BC, with copper alloy casting, iron forging and possibly bronze production in a single workshop. Rampart of 10th to 9th centuries BC later enlarged in 4th or 3rd centuries BC.",NA,NA,No,Yes,Yes,Yes,No,No,No,No,B,No,No,No,No,Yes,Yes,Yes
1158,"Cadzow, South Lanarkshire (Hamilton High Parks; High Parks Farm)",Roman coin from an unknown context.,NA,Cut through by modern track and overlain by field-bank,No,No,No,No,Yes,No,No,Yes,C,No,Yes,Yes,No,No,No,No
1159,"Castell Dinas Brân, Denbighshire (Castle Dynas Bran)",None.,NA,"Contains medieval castle ruins. Jones (2001) suggests that all the earthworks are medieval, but not proven.",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1160,"Pen y Gaer, Trefor, Denbighshire",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1161,"y Gardden, Ruabon, Wrexham (Gardden Camp, Caer Din; y Dref Fawr; Coed Cristionydd)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1162,"Caer Estyn, Flintshire",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1164,"Moel Ffagnallt, Flintshire",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1165,"Moel y Gaer, Rhosesmor, Flintshire (Moel-y-Gaer Camp)","A total of 21 C14 dates although of variable reliability (Horn forthcoming). Early Iron Age rampart constructed, possibly on line of Bronze Age palisade in 6th century BC. Evidence for Neolithic activity. Late Bronze Age sequence of 'stockaded camp' with roundhouses and palisade.","Evidence of undefended Neolithic rectangular building, postholes and flint and chert knives, scrapers, arrowheads blades and pottery fragments. Bronze Age cairns in interior. Late Bronze Age sequence of 'stockaded camp' with roundhouses and palisade.",Modern water storage facility.,No,No,Yes,No,No,No,No,No,A,Yes,Yes,Yes,No,No,Yes,No
1166,"Bryn-y-Gaer, Broughton, Wrexham (Bryn-y-Gaer Enclosure)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1167,"Pen y Corddyn Mawr, Conwy (Pen y Gorddyn; Pen-y-Corddyn-Mawr, Abergele; Pen-y-Corddyn Camp)",Undated. Chance find of Roman end-buckle c. AD 370-400.  Early and late Roman material found in excavations. Chance find of early medieval (8th century) pseudo-pennanular brooch. Roman coin hoards of 3rd and 4th century AD found near fort.,NA,Roman and medieval chance finds.,No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
1168,"Dinorben, Conwy (Parc y Meirch)","Eight C14 dates gave approximate late Bronze Age 9th to 8th century BC date for Period I suggested by Gardner and Savory (1964), with activity or reoccupation continuing through to the late Roman period and beyond. This early date questioned by Guilbert (1980) as result of 17 more reliable C14 results, with beginnings later c. 8th to 5th century BC, 520 cal. BC to 400 cal. BC, and end c. 100 cal. BC to AD 100 and supported by Horn (Forthcoming). Possible reoccupation from 2nd century AD after period of disuse, through to late Roman period and beyond. Several pre-rampart palisades dated to c. middle of 1st century BC. 2nd century AD trumpet brooch and Roman light spear and ballista bolt and Roman coin found.",NA,Probable reuse in Roman period. Quarry.,No,No,Yes,Yes,Yes,No,No,No,A,No,Yes,Yes,No,Yes,Yes,No
1169,"Castell Cawr, Conwy",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1170,"Crogals Castle, North Lanarkshire","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1171,"Moel y Gaer, Llanbedr, Denbighshire","Single sherd, thought to be 'Roman', found in annexe ditch, sealed in mass of tumbled stone, in 1840's diggings, but date uncertain. C14 dating of burnt wood from excavation dated to late Bronze Age/early Iron Age.",NA,NA,No,Yes,Yes,No,No,No,No,No,B,No,No,Yes,No,No,Yes,No
1172,"Bute, Barone Hill, Argyll & Bute","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Overriddedn by a stone march dyke, and the OS traingulation station stands within the interior.",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1173,"Caer Ddunod, Conwy (Caer-Ddunod)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1174,"Caer Caradog, Conwy",No dating evidence from excavations.,NA,"Slight remains of a concentric inner circuit, c. 122 E-W by 89m, with area 0.88ha which may be comparatively recent agricultural feature or rabbit warren, but unproven.",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1175,"Pwll-y-Clai, Denbighshire (Caer Bryn; Pwll y Clai; Prolly Clai)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1177,"Dinas Melin-y-Wig, Denbighshire",None.,NA,In the NE of site features thought to relate to medieval farmstead.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1178,"Moel Fodig, Denbighshire",Two degraded sherds of late Bronze Age pottery found suggest early origins.,NA,NA,No,No,Yes,No,No,No,No,No,B,No,No,Yes,No,No,No,No
1179,"Caer Drewyn, Denbighshire (Caer Drewen)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1180,"Bute, Little Dunagoil, Argyll & Bute","While a number of artefacts have been recovered from the interior of the fort, none can be used to infer the date of the fort itself.",Late Bronze Age axe mould,The rectangular buildings and field walls indicate ongoing medieval and later occupation and landuse round about. Some of the finds may be early medieval,No,No,No,No,No,No,No,Yes,D,Yes,Yes,Yes,No,No,No,No
1182,"Craig yr y chain, Denbighshire (Craig yr ychen; Craig yr Uchain)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1183,"Pen y Gaer, Efenechtyd, Denbighshire",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1184,"Craig Adwy Wynt, Denbighshire (Craig Adwywynt; Craig-Adwy-Wynt)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1185,"Cerrig Gwynion, Wrexham (Mynnyd Bach Camp; Roman Camp Wood)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1187,"Pen-y-Coed, Powys",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1188,"Pant-y-Ffridd, Powys (Ffridd Penthryn West)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1189,"Lawn Farm, Powys",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1190,"Fron Goth Ii, Powys (Fron-Goth)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1192,"Mynydd Llangorse, Powys (Cockit Hill)",None.,NA,Possibly. Site may have been reused as a cross-ridge dyke in the 8th or 9th century.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
1193,"Perwlwyn Coppice, Powys (Derwlwyn Coppice)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1194,"Nant Tarthwynni West, Powys (Nant Tarthwyni I; Nant Torthwyni)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1195,"Garth Hill Enclosure, Nantmel, Powys","None,",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1196,"Llwyn Llwyd, Powys",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1197,"Bausley Hill, Powys (Bausley Camp; Castle Camp)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
1198,"Cefn-y-Castell, Powys (Middletown Hill)",None.,Cairn within enclosure.,NA,No,No,No,No,No,No,No,Yes,D,Yes,No,No,Yes,No,No,No
1199,"Pen-y-Castell Ii, Powys (Pen-y-Castell Hillfort)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
