Main_Atlas_Number,Main_Display_Name,Annex_Summary,Annex
1487,"Castle Hill, East Dunbartonshire",NA,No
1488,"Galboly Lower, Antrim (Dunmall)",NA,No
1489,"Larrybane, Antrim (The Doon)",NA,No
1490,"Blairlinn, North Lanarkshire (Lenzie Mill)",NA,No
1491,"Sauchie Craig, Stirling (North Third Reservoir)",NA,No
1492,"Myot Hill, Falkirk",NA,No
1493,"Carrickagile (Rathlin Island), Antrim (Rathlin Island)",NA,No
1494,"Braes, Falkirk",NA,No
1495,"Carravindoon (Rathlin Island), Antrim (Rathlin Island) (Doon Point)",NA,No
1496,"Gallow Hill, Bridge of Allan, Stirling (Knock Hill)",NA,No
1497,"The Mount, Pen-y-Lan, Newport (Pen y Parc Newydd; Pen-y-Lan Camp)",NA,No
1498,"Burry Holmes, Swansea",NA,No
1499,"Harding's Down West Camp, Swansea (Harding's Down Lower Camp)",NA,No
1500,"Harding's Down, North Camp, Swansea",NA,No
1501,"Harding's Down, East Camp, Swansea (Harding's Down Upper Camp)",On E side uncompleted outer enclosure or possible annexe surrounded by a low bank.,Yes
1502,"Langlands, Falkirk (Carr's Hill)",NA,No
1503,"The Bulwark, Llanmadoc Hill, Swansea (The Bulwark, Llanmadog Hill)",NA,No
1504,"Roulston Scar, North Yorkshire (Sutton Bank; Casten Dike)",NA,No
1505,"Rhiwderin Camp, Newport",NA,No
1506,"Castle Steads, Caldbergh, North Yorkshire (Crundell Hill)",NA,No
1507,"Tredegar Camp, Newport (Tredegar Hillfort)",Outer enclosure or annexe on the S of 0.9ha measuring c. 310m from NE-SW by 263m overall.,Yes
1508,"Maendy Camp, Rhondda Cynon Taff",NA,No
1509,"Graig-y-Saeson, Newport (y Gaer; Coed-y-Defaid)",NA,No
1510,"Ballygill North (Rathlin Island), Antrim (Rathlin Island) (Doon na Giall)",NA,No
1511,"Easter Row, Stirling (Mill of Torr)",NA,No
1512,"Mote Hill, Stirling",NA,No
1513,"Cloghaunsavaun, Clare",NA,No
1514,"Gillies Hill, Stirling",NA,No
1515,"Tor-Gro, Swansea",NA,No
1516,"Stembridge Camp, Swansea",NA,No
1517,"Kilbaha South (Horse Island), Clare (Horse Island) (Dunmore)",NA,No
1518,"Caerau Camp, Ely, Cardiff (Caerau)",Low bank cutting off an area at E end of the fort between the two entrances may indicate the original site or a possible later annexe.,Yes
1519,"Kilbaha South, Clare (Dundahlin)",NA,No
1520,"Stirling, King's Knot, Stirling",NA,No
1521,"Tullig, Clare (Doondoillroe)",NA,No
1523,"Pen'r-Allt, Llanidloes, Powys (Penrallt Hillfort, Llanidloes)",NA,No
1525,"Bryn Alun Camp, Wrexham (Bryn Alyn Camp; Caer Alyn; Fox Covert)",NA,No
1526,"yr Allt, Llangedwyn, Powys",NA,No
1527,"Roft Promontory Fort, Wrexham (Rofft Promontory Fort; Marford Ford)",NA,No
1528,"Bedd-y-Cawr, St Asaph, Denbighshire",NA,No
1529,"Afon Tarell, Powys (Waenfaeog Hillfort; Llwyncelyn-Fawr)",NA,No
1530,"Ystrad Faelog Hillort, Powys",NA,No
1532,"Caer Fawr, Llanelwedd, Powys (Gaer Fawr)",NA,No
1533,"Cwm Berwyn, Powys",NA,No
1536,"New Pieces, Powys",NA,No
1537,"Tan-y-Llan, Denbighshire",NA,No
1539,"Rink Hill, Scottish Borders",NA,No
1540,"Llwyn Celyn, Powys",NA,No
1543,"Worm's Head, Swansea",NA,No
1544,"Falkirk, Camelon, Falkirk",NA,No
1545,"Twmbarlwm, Torfaen (Twm Barlwm)",NA,No
1546,"y Bwlwarcau, Bridgend (The Bulwarks)",NA,No
1547,"y Bwlwarcau, Eastern Enclosure, Bridgend (Castell Coch)",NA,No
1548,"Old Castle Promontory Fort, Rhossili, Swansea",NA,No
1549,"Lewes Castle Promontory Fort, Rhossili, Swansea",NA,No
1550,"Mynydd Twmpathyddaer, Bridgend (Mynydd Twmpath-y-Ddaer)",NA,No
1551,"Berry Wood, Swansea (Berry Wood Enclosure)",NA,No
1552,"Llanddewi, Port Eynon, Swansea",NA,No
1553,"Pen y Castell, Kenfig Hill, Bridgend (Pen-y-Castell, Kenfig Hill)",NA,No
1554,"Reynoldston Camp, Swansea",NA,No
1556,"Wilcrick Hill Camp, Newport",NA,No
1557,"Enterkinefoot, Dumfries & Galloway",NA,No
1558,"Middle Bankhead, Denny, Falkirk",NA,No
1559,"The Tappoch, Torwood, Falkirk",NA,No
1560,"Gwernheylod Banks, Denbighshire",NA,No
1561,"Morton Mains Hill, Dumfries & Galloway","Assuming that the inner and outer palisade trenches are contemporary, the outer encloses an additional 0.25ha, creating a total of 0.65ha.",Yes
1562,"Ballard, Clare (Doonegall (The Fort of The Foreigner))",NA,No
1563,"Corbally, Clare",NA,No
1564,"Corbally, Clare (George's Head)",NA,No
1565,"Foohagh, Clare (Doonaunroe)",NA,No
1566,"Moveen East, Clare (Illaunadoon (Island of The Fort))",NA,No
1567,"Mountherrick, South Lanarkshire",NA,No
1568,"Castle Qua, South Lanarkshire",NA,No
1569,"Ash Cabin Flat, South Yorkshire",NA,No
1570,"Crag, Clare (Doonmeave)",NA,No
1571,"Kilbaha South, Clare",NA,No
1572,"Craig Tan-y-Lan, Vale of Glamorgan",NA,No
1573,"St Mary Hill Down, Vale of Glamorgan","Curvilinear annexe on the SW, measuring about 55m from NW-SE by 28m protected by bank and ditch.",Yes
1574,"Mynydd Ruthin, Vale of Glamorgan (Pen-y-Gaer; Gaer)",NA,No
1575,"Pen-y-Gaer, Pen-Clawdd, Swansea",NA,No
1576,"Lesmahagow, Black Hill, South Lanarkshire",NA,No
1577,"Lesmahagow, Black Hill, South Lanarkshire",NA,No
1578,"Farrihy, Clare",NA,No
1579,"Kilbaha South, Clare (Dermot and Grania's  Rock)",NA,No
1580,"Kilcloher, Clare",NA,No
1581,"Cowie, Stirling (Berry Hills)",NA,No
1582,"Ballylan, Clare (Moher Fort)",NA,No
1583,"Gallamuir, Stirling",NA,No
1584,"Mutton Island, Clare (Mutton Island)",NA,No
1585,"Killard, Clare",NA,No
1586,"Kilbaha North, Clare",NA,No
1587,"Moveen West, Clare",NA,No
1588,"Breaffy South, Clare",NA,No
1589,"Ballyherragh, Clare",NA,No
1590,"Quilty, Clare",NA,No
1591,"Wester Carmuirs, Falkirk",NA,No
1592,"Abbey Craig, Stirling",NA,No
1593,"Dumyat, Stirling (Castle Law)",NA,No
1594,"Lower Greenyards, Stirling",NA,No
1595,"Fintra Beg, Clare",NA,No
1596,"Richie Ferry, South Lanarkshire (Kirkton; Ritchie Ferry)",NA,No
1597,"Barwick-In-Elmet, West Yorkshire (Hall Tower Hill, Wendel Hill)",NA,No
1598,"St Julian's Wood Camp, Christchurch, Newport",NA,No
1599,"Hen Gastell, Pen-Clawdd, Swansea (Dan-y-Lan Camp)",NA,No
1600,"Cilifor Top, Swansea (Cil Ifor Top; Cil-Ifor Top)",NA,No
1601,"Gron Gaer, Swansea (Gron-Gaer; Grongaer)",NA,No
1602,"Cae Summerhouse Camp, Bridgend",NA,No
1603,"Caer Dynnaf, Vale of Glamorgan (Caer-Dynnaf)","Annexe of c. 1.1ha on E and small medieval fortification in N part with building ruins 16m by 8m and walls 1.3m thick - a substantial house rather than a castle as such. Possible entrance may be on the S side, and this would have given access into the E annexe from the main enclosure, there being no present gap between it and the inner rampart for access.",Yes
1604,"Chapel Hill Camp, Merthyr Mawr House, Bridgend",NA,No
1605,"Crawley Rocks, Nicholston Burrows, Swansea",NA,No
1606,"Willoxton Cwm, Swansea",NA,No
1607,"Bishopston Valley Camp, Swansea (Bishopston Valley Camp)",NA,No
1608,"High Pennard, Swansea",NA,No
1609,"Emlagh, Clare",NA,No
1610,"Lislorkan North, Clare",NA,No
1611,"Freaghcastle, Clare",NA,No
1612,"Redley Cliff Camp, Swansea (Caswell Cliff Camp; Caswell Cliff Fort; Redley Cliff)",NA,No
1613,"Mynydd-y-Fforest, Vale of Glamorgan",NA,No
1614,"Caherrush, Clare",NA,No
1615,"Llanquian Wood, Vale of Glamorgan",NA,No
1616,"Castle Hill, Almondbury, West Yorkshire",NA,No
1617,"Cwm Bach, Wick, Vale of Glamorgan",NA,No
1618,"Ballard, Clare",NA,No
1619,"Mutton Island, Clare (Mutton Island)",NA,No
1620,"Conach R_Idh, Mayo (Port-Conaghra)",NA,No
1621,"Ty'N-y-Waun Camp, Bridgend (Cwm Llwyd)",NA,No
1622,"Graig Fawr, Pontardulais, Swansea",NA,No
1623,"Horse Island, Mayo",NA,No
1624,"Llantrithyd Camp, Vale of Glamorgan (Llantrithyd House)",NA,No
1625,"Quarry Hill, West Yorkshire",NA,No
1626,"Bonvilston Gaer, Vale of Glamorgan (y Gaer)",NA,No
1627,"Arbory Hill, South Lanarkshire","The expansion of the area between the ramparts here might be regarded as an annexe, but it might equally be related to the architectural configuration of the entrance here, opening onto the easiest line of approach, or indeed to the ramparts representing different periods of construction.",No
1628,"Gleannlasra, Mayo (Cashlaunirobin (The Castle of Robins Son))",NA,No
1629,"Castell Moel, Bonvilston, Vale of Glamorgan (Liege Castle; Castell Ar Foel Camp)",NA,No
1630,"Fforestnewydd, Swansea (Fforest Newydd)",NA,No
1631,"Bodsberry Hill, South Lanarkshire",NA,No
1632,"Knockaun, Mayo (Downpatrick)",NA,No
1633,"Collins Burn, South Lanarkshire (Elvanfoot)",NA,No
1634,"Knockaun, Mayo (Dunbriste)",NA,No
1635,"Devonshaw Hill, South Lanarkshire",NA,No
1636,"Coed-y-Mwstwr, Bridgend (Coedymwstwr)",NA,No
1637,"Mynydd y Gaer, Bridgend",NA,No
1638,"Castle Ditches, Llancarfan, Vale of Glamorgan",NA,No
1639,"Port Durlainne, Mayo (Dunmara)",NA,No
1640,"Parkhouse, South Lanarkshire",NA,No
1641,"Longwell, South Lanarkshire",NA,No
1642,"Ceathrú na gCloch, Mayo (Dunminulla)",NA,No
1643,"Woodend Burn, South Lanarkshire",NA,No
1644,"Woodend, South Lanarkshire",NA,No
1645,"Cae Camp, Monmouth",NA,No
1646,"Llanfythin Camp, Vale of Glamorgan (Llanvithyn Camp)",NA,No
1647,"Nash Point Camp, Vale of Glamorgan",NA,No
1650,"South Kirkby Camp, West Yorkshire (Brierley Common)",NA,No
1651,"Bainbridge, North Yorkshire",NA,No
1652,"Llwynheiernin, Swansea (Llwyn Heiernin)",NA,No
1653,"Carn Nicholas, Swansea (Carnnicholas)",NA,No
1654,"Shiel Burn, South Lanarkshire",NA,No
1655,"Cill Ghallagáin, Mayo (Dunanierin)",NA,No
1656,"Dinas Dinorwig, Gwynedd (Dinas Dinorwic)",On N wedge-shaped annexe in the space between the outer rampart and the steep slope of the hill; now part of farm yard and paddock.,Yes
1657,"Pen-y-Garreg, Clynnog, Gwynedd (Craig Cynan)",NA,No
1658,"Castell Caerau Camp, Gyrn Goch, Gwynedd",NA,No
1659,"Craig-y-Tyddyn Camp, Gwynedd",NA,No
1661,"Duncarton, Mayo",NA,No
1662,"Pen Dinas Camp, Llandygai, Gwynedd (Pendinas Hillfort; Pen y Dinas)",NA,No
1663,"y Foel, Pontllynfi, Gwynedd (y Foel, Clynnon; y Foel Camp)",NA,No
1664,"Maes-y-Gaer Camp, Aber, Gwynedd",NA,No
1665,"Pen y Gaer, Cilfodan, Bethesda, Gwynedd",NA,No
1666,"Castle Dykes, Roberton, South Lanarkshire",NA,No
1667,"Berries Burn, South Lanarkshire (Castle Crawford Farm)",NA,No
1668,"Gortbrack, Mayo (Spinkadoon)",NA,No
1669,"Black Hill, Crawfordjohn, South Lanarkshire (Blackhill)",NA,No
1670,"Aghadoon (Achadh Dúin), Mayo (Dunfiachrach)",NA,No
1671,"Castle Hill, Crawford, South Lanarkshire",NA,No
1672,"Aughernagailliagh (Eoghair na Gcaille), Mayo (Doonamo (Cattle Fort))",NA,No
1673,"Bryngaer Dinas, Conwy (Dinas Camp, Llanfairfechan)",NA,No
1674,"Mynydd Llwydiarth, Isle of Anglesey",NA,No
1676,"Garn Saethon, Gwynedd (Garn Saethon)",NA,No
1677,"Wyddgrug, Gwynedd",NA,No
1678,"Carn Fadrun, Gwynedd (Garn Fadryn; Garn Fadron)",NA,No
1679,"Nant-y-Castell, Llanbedrog, Gwynedd (Castellmarch; Castell March)",NA,No
1680,"Pen-y-Gaer, Llanbedrog, Gwynedd",NA,No
1681,"Garn Boduan, Gwynedd",Steep annexe on W.,Yes
1682,"Caer Bach, Conwy",NA,No
1684,"Cormiston Towers Farm, South Lanarkshire",NA,No
1685,"Tre'r Ceiri, Gwynedd",NA,No
1686,"Pen-y-Dinas, Llandudno, Conwy",NA,No
1687,"Cerrig-y-Ddinas, Llangelynin, Conwy (Cerrig y Dinas Hillfort; Cerrig-y-Dinas)",NA,No
1688,"Pen-y-Gaer, Llanbedr-y-Cennin, Conwy",NA,No
1689,"Pen-y-Castell, Maenan, Conwy (Pen-y-Castell, Garreg Olau; Caer Oleu Camp)",NA,No
1690,"Braich-y-Ddinas, Conwy (Dinas Penmaen)",NA,No
1691,"Dinas Allt Wen, Dwygyfylchi, Conwy (Allt Wen; Dinas, Dwygyfylchi)",NA,No
1692,"Gladree (An Gileadraigh), Mayo (Doonaneanir (One Mans Fort))",NA,No
1693,"Castell Odo, Aberdaron, Gwynedd",NA,No
1694,"Dinas, Porth Ruffydd, Isle of Anglesey",NA,No
1695,"Craig y Castell I, Brithdir, Gwynedd (Tyddyn y Coed Camp)",NA,No
1696,"Moel Goedog Camp, Gwynedd",NA,No
1697,"Clogwyn Arllef, Gwynedd",NA,No
1698,"Byrllysg Fort, Gwynedd",NA,No
1699,"Pen-y-Dinas, Tal-y-Bont, Gwynedd (Castell Dinas Cortin; Castell Dinas Gortyn; Pen y Ddinas Camp)","Suggestions of second outer rampart enclosing small annexe at the W end. Trackway, either holloway of flanked by tumbled stone walls, leads from inner entrance, through annexe and runs for some 100m to NW.",Yes
1700,"Gladree (An Gileadraigh), Mayo (Dunaneanirbeg)",NA,No
1701,"Termoncarragh (Tearmann Caithreach), Mayo (Dunadearg (The Red Fort Or Fort of The Red Man))",NA,No
1702,"Chester Hill, South Lanarkshire",NA,No
1703,"Termoncarragh (Tearmann Caithreach), Mayo (Porth)",NA,No
1704,"Quothquan Law, South Lanarkshire","While it has been suggested that the outer enclosure is an annexe to the upper enclosure (RCAHMS 1978, 104, no.236), it is more likely to represent the maximum extent of the defences of a fort with a continuous line of defence taking in the upper slopes of the hill (Feachem 1963, 130-1).",Yes
1705,"Craig y Ddinas, Llanddwywe-Is-y-Gaer, Gwynedd",NA,No
1706,"Bryn Castell, Uwch Mynydd, Gwynedd (Bryn y Castell)",NA,No
1707,"Castell Llanaber, Gwynedd (Bwlch y Llam; Ffridd Fechan)",NA,No
1708,"Dinas Oleu, Gwynedd",NA,No
1710,"Creigiau Gwineu, Gwynedd",NA,No
1711,"Conion, Gwynedd",NA,No
1712,"Castell Pared Mawr, Gwynedd (Pared Mawr Camp; Castell, Porth Ceiriad)",NA,No
1713,"Pen-y-Gaer, Afon Soch, Gwynedd (Pen-y-Gaer, Llanengan)","Possibly at least one contemporary enclosure or annexe to S, adjacent to hillfort. These areas are defined by low banks.",Yes
1714,"Castell, Llanengan, Gwynedd (Porth Neigwl)",Possibly at least one contemporary enclosure or annexe to S adjacent to hillfort. These defined by low banks.,Yes
1715,"Fallburn, South Lanarkshire (Thankerton; Totherin Hill)",NA,No
1716,"Ballyglass (An Baile Glas), Mayo (Doon-Na-Dell)",NA,No
1717,"St John's Kirk, South Lanarkshire",NA,No
1718,"Doorgort East (Achill Island), Mayo (Achill Island) (Porteen)",NA,No
1719,"Doogort East (Achill Island), Mayo (Achill Island) (Doonagappul)",NA,No
1720,"Doogort East (Achill Island), Mayo (Achill Island) (Doonmore)",NA,No
1721,"Cross Ridge, South Lanarkshire",NA,No
1722,"White Hill, South Lanarkshire","The outwork on the NE is 10m in advance of the inner rampart, but this may be an elaboration of the depth of defences at an otherwise unidentified entrance rather than an annexe.",No
1723,"Hart Law, Northumberland",NA,No
1724,"Careg-y-Llam, Pistyll, Gwynedd","Possible annexe to N ,where wall c. 2m wide extended NW of main enclosure to define triangular area with sea cliffs as W boundary.",Yes
1725,"Moel y Gest, Porthmadog, Gwynedd","Complex co-joined enclosures. On SW is oval enclosure, c. 2 6m E-W by 16m, with larger, less well defined annexe on E. This is set on the perimeter of a larger, irregular enclosure, c. 164m E-W by 94m, having a narrow annexe projecting c. 38m further E.",Yes
1726,"Carn Pentyrch, Llangybi, Gwynedd (Garn Bentyrch; Garn Pentyrch)",NA,No
1727,"Craig-y-Dinas, Pontllyfni, Gwynedd",NA,No
1728,"Pen y Gaer, Llanaelhaearn, Gwynedd",NA,No
1729,"Dinas Emrys, Gwynedd (Cwm-Yr-Ala)",NA,No
1730,"Moel Dinas, Garreg, Gwynedd",NA,No
1731,"Bryn-y-Castell, Ffestiniog, Gwynedd (Bryn y Castell, Llyn Morwynis; Bryn y Castell Hillfort)",NA,No
1732,"Caer Idris, Isle of Anglesey",NA,No
1733,"Dinas Dinlle, Llandwrog, Gwynedd",NA,No
1734,"Caer Euni, Gwynedd (Cefn Caer-Euni; Caer Crwyini; Caer Eini; Kaer Kyreini; Cerwyini; Caerau-Crwyni)",NA,No
1735,"Castell Mawr, Rhoslefain, Gwynedd (Castell Mawr, Llangelynin)","Annexe, some 100m long, to the N with large bank and outer ditch.",Yes
1736,"Mynydd Mynyllod, Gwynedd",NA,No
1737,"Wyndales Farm, South Lanarkshire",NA,No
1738,"Caer-y-Twr, Mynydd Twr (Holyhead Mountain)., Isle of Anglesey",NA,No
1739,"Dooega (Dumha Ñige-Achill Island), Mayo (Achill Island) (Gubadoon)",NA,No
1740,"Llechlwyd Tonfanau, Tywyn, Gwynedd (Tal-y-Gareg; Lechrwyd Hillfort)",NA,No
1742,"Craig y Castell Ii, Brithdir, Gwynedd (Castell y Waun)",NA,No
1743,"y Werthyr, Llanddeusant, Isle of Anglesey",NA,No
1744,"Parciau, Isle of Anglesey (Bryn Diol)",NA,No
1745,"Pier Camp, Bangor, Gwynedd (Camp Hill, Bangor)",NA,No
1746,"Westside, South Lanarkshire (Castle Hill)",NA,No
1747,"Nantlle, Llanllyfni, Gwynedd",NA,No
1748,"Ynys For, Gwynedd (Ynysfor)",NA,No
1749,"Ynys-y-Fydlyn, Isle of Anglesey",NA,No
1750,"Dooega (Dumha Ñige-Achill Island), Mayo (Achill Island) (Dundooega)",NA,No
1751,"Castlehill Strip, South Lanarkshire",NA,No
1752,"Dooega (Dumha Ñige-Achill Island), Mayo (Achill Island) (Dún Bunnafahy)",NA,No
1753,"Carrowgarve (An Cheathrú Gharbh), Mayo (Achill Island) (Dunnaglas)",NA,No
1755,"Lamington, South Lanarkshire",NA,No
1756,"Bwrdd Arthur, Llanddona, Isle of Anglesey (Dinas Sylwy; Din Silwy)",NA,No
1758,"Huntlyhill, South Lanarkshire",NA,No
1759,"Erw Goch Camp, Conwy",NA,No
1760,"Penrhyn Erw-Goch, Pembrokeshire",NA,No
1761,"Craig-Yr-Aderyn, Gwynedd (Craig y Deryn; Birds Rock)",NA,No
1762,"Twyn-y-Parc, Isle of Anglesey",NA,No
1763,"Dinas Gynfor, Isle of Anglesey","Possible walled annex below NW crags, although this may part of the main enclosure and uncertain.",Yes
1764,"Cefn Ddwysarn Camp, Gwynedd",NA,No
1765,"Pen-y-Gaer Camp, Aberglaslyn, Gwynedd",NA,No
1766,"y Werthyr, Bryngwran, Isle of Anglesey",NA,No
1767,"Dinas Camp, y Felinheli, Gwynedd",NA,No
1768,"Caer, Glascoed, Gwynedd (Pen y Gaer; Glascoed Gaer; Caer, Llanddeiniolen; Pen y Gaer,  Llanddeiniolen)",NA,No
1769,"Caer Carreg-y-Fran, Cwm Glo, Gwynedd (Carreg y Fran; Pen-y-Gaer)",NA,No
1770,"Greenaton, South Lanarkshire",NA,No
1772,"Dinas, Ty-Du, Gwynedd",NA,No
1773,"Pen-y-Bryn, Cymer, Gwynedd (Cymer)",NA,No
1774,"Pared y Cefn Hir, Gwynedd (Pared y Cefn-Hir)","An outer walled enclosure or annexe, 60m NE-SW by 30m, is set beyond a shallow col, about 25m to the NE perched on the summit of a rocky crag. It is enclosed by stone wall, 0.4m high and 2-4.0m wide except on SW. A detached c. 50m length of rampart runs S from a point about 50m SE of the annexe.",Yes
1775,"Bryn Rhydd, Gwynedd",NA,No
1777,"y Gaer, Ystum Gwadnaeth, Gwynedd (Caer, Ystum Gwadnaeth)",NA,No
1778,"Achill Beg, Mayo (Achill Beg) (Dunnagurrogh)",NA,No
1779,"Craigie Burn, South Lanarkshire",NA,No
1780,"Moel Offrwm, Gwynedd (Foel Offrwm)","On spur, on SE side of entrance, an outer dependant enclosure or annexe, c. 134m N-S by 58m, with area c. 0.8ha, and generally defined by scarps and ditches. Possibly never completed. No apparent access between the two enclosures.",Yes
1781,"Moel Offrwm Lower Camp, Gwynedd (Foel Offrwm (Lower); Nannau)",NA,No
1782,"Moel Faner, Gwynedd (Foel Faner)",NA,No
1783,"Castell-y-Gaer, Llangelynin, Gwynedd",NA,No
1784,"Bwlch, Llangelynin, Gwynedd",NA,No
1785,"Foel Caethle, Tywyn, Gwynedd",NA,No
1786,"Mynydd Mynytho, Gwynedd",NA,No
1788,"Bwlch Ffordd Isa, Gwynedd",NA,No
1789,"Maesoglan Farm, Gwynedd",NA,No
1790,"Hillhead, South Lanarkshire",NA,No
1791,"Achill Beg, Mayo (Achill Beg) (Dunkilmore)",NA,No
1792,"The Larches Camp, Monmouth",NA,No
1793,"Gwersyll, Rhondda Cynon Taff",NA,No
1794,"The Bulwarks Camp, Porthkerry, Vale of Glamorgan",NA,No
1795,"Glyn-Neath, Neath Port Talbot",NA,No
1796,"Carn Caca, Neath Port Talbot",NA,No
1797,"Sully Island, Vale of Glamorgan (Danish Fort)",NA,No
1798,"Lle'r Gaer, Rhondda Cynon Taff (Cwm Llywd)",NA,No
1799,"Covington Mains, South Lanarkshire",NA,No
1800,"Lodge Wood Camp, Newport (Lodge Hill Camp; Belinstock)",NA,No
1801,"Wenallt Camp, Cardiff",NA,No
1802,"Grimthorpe, East Riding of Yorkshire",NA,No
1803,"Far Gregory Enclosures, North Yorkshire",NA,No
1804,"Caerau, Llantrisant, Rhondda Cynon Taff (Rhiw Season Caerau)",NA,No
1805,"Ballytoothy More (Clare Island), Mayo (Clare Island) (Doonulia Or Dunallia)",NA,No
1806,"Ballytoothy More (Clare Island), Mayo (Clare Island) (Doontraneen of Duntraw (Fort of The Strand Or Ebb))",NA,No
1807,"Glen (Clare Island), Mayo (Clare Island) (Doon Cloak; Duncloak)",NA,No
1808,"Strake (Clare Island), Mayo (Clare Island) (Doonagappul)",NA,No
1809,"Strake (Clare Island), Mayo (Clare Island) (Dun-Ooghaniska)",NA,No
1810,"Linney Head Camp, Castlemartin, Pembrokeshire (Head of Man)",NA,No
1811,"Warman's Hill, Pembrokeshire (Bulliber Camp East)",NA,No
1812,"Ballyheer (Inishturk), Mayo (Inishturk) (Dun-Ooghmore)",NA,No
1813,"Bulliber Camp, Pembrokeshire (Castle Lady Fort, Castlemartin; Buliber)",NA,No
1814,"Gilfach-Hafel Camp, Ceredigion (Gilfach-Hafel; Tan-yr-Allt; Gaer)",NA,No
1815,"Cae'y Castell, Llanarthney, Carmarthenshire (Caer Castell)",NA,No
1816,"Yett, South Lanarkshire",NA,No
1817,"Yett, South Lanarkshire",NA,No
1818,"Claggan (Achill Island), Mayo (Achill Island)",NA,No
1819,"Duvillaun More, Mayo (Duvillaun More)",NA,No
