Atlas_Number,Investigations_Display_Name,Investigations_Date,Investigations_Type,Investigations_Comments,Investigations_Date_From,Investigations_Date_To
1313,WA1313,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1314,WA1314,1887,1st Identified Map Depiction,OS map.,1887,1887
1314,WA1314,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1315,WA1315,1889,1st Identified Map Depiction,OS map.,1889,1889
1315,WA1315,1979,Other,RCAHMW investigation.,1979,1979
1315,WA1315,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1316,WA1316,1887,1st Identified Map Depiction,OS map.,1887,1887
1316,WA1316,1969,Other,RCAHMW investigation.,1969,1969
1316,WA1316,1982,Other,Visit by Hillfort Study Group,1982,1982
1316,WA1316,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1317,WA1317,1887,1st Identified Map Depiction,OS MAP.,1887,1887
1317,WA1317,1979,Other,RCAHMW investigation.,1979,1979
1317,WA1317,1982,Other,Visit by Hillfort Study Group,1982,1982
1317,WA1317,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1318,WA1318,1977,Other,RCAHMW investigation.,1977,1977
1318,WA1318,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1319,IR1319,1837,1st Identified Map Depiction,OS six-inch map,1837,1837
1319,IR1319,1838,1st Identified Written Reference,Dalton (History of Dublin),1838,1838
1319,IR1319,1906,Earthwork Survey,Westropp,1906,1906
1319,IR1319,1922,Earthwork Survey,Westropp,1922,1922
1319,IR1319,1994,Other,Raftery (Pagen Celtic Ireland),1994,1994
1319,IR1319,2014,Geophysical Survey,Dowling,2014,2014
1320,WA1320,1887,1st Identified Map Depiction,OS map.,1887,1887
1320,WA1320,1981,Other,RCAHMW investigation.,1981,1981
1320,WA1320,1982,Other,Visit by Hillfort Study Group,1982,1982
1320,WA1320,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1321,WA1321,1886-1887,1st Identified Map Depiction,OS map.,1886,1887
1321,WA1321,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1322,WA1322,1978,Other,RCAHMW investigation.,1978,1978
1322,WA1322,1982,Other,Visited by Hillfort Study Group,1982,1982
1322,WA1322,1888-89,1st Identified Map Depiction,OS map.,1888,1889
1322,WA1322,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1323,EN1323,1952,Excavation,null,1952,1952
1323,EN1323,1959,1st Identified Written Reference,null,1959,1959
1323,EN1323,1962,Other,Field investigation,1962,1962
1323,EN1323,1981,Other,Scheduled,1981,1981
1323,EN1323,1921-5,Excavation,null,1921,1925
1324,WA1324,1889,1st Identified Map Depiction,OS map.,1889,1889
1324,WA1324,1978,Other,RCAHMW investigation.,1978,1978
1324,WA1324,1982,Other,Visit by Hillfort Study Group,1982,1982
1324,WA1324,2006-2007,Other,CPAT defended enclosures survey 2006-2007,2006,2007
1326,WA1326,1959,Excavation,H.N. Savory.,1959,1959
1326,WA1326,1978,Other,RCAHMW investigation.,1978,1978
1326,WA1326,1982,Other,Visit by Hillfort Study Group,1982,1982
1326,WA1326,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1327,WA1327,1887,1st Identified Map Depiction,OS map.,1887,1887
1327,WA1327,1969,Other,RCAHMW investigation.,1969,1969
1327,WA1327,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1328,WA1328,1980,Other,RCAHMW investigation.,1980,1980
1328,WA1328,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1329,SC1329,1857,1st Identified Map Depiction,"Annotated Intrenchment on the 1st edition OS 25-inch map (Ayrshire 1860, sheet 22.11)",1857,1857
1329,SC1329,1891,Earthwork Survey,"Sketch-plan and description (Christison 1893, 390 fig 2, 393)",1891,1891
1329,SC1329,1895,Other,"Description by John Smith (1895, 120-1)",1895,1895
1329,SC1329,1952,Other,Description during RCAHMS Survey of Marginal Lands,1952,1952
1329,SC1329,1953,Other,Scheduled,1953,1953
1329,SC1329,1954,Other,Visited by the OS,1954,1954
1329,SC1329,1982,Other,Revised at 1,1982,1982
1329,SC1329,1985,Excavation,Evaluation (Halpin 1992),1985,1985
1329,SC1329,1985,Other,Description by RCAHMS,1985,1985
1330,SC1330,1775,1st Identified Map Depiction,Andrew Armstrong's 'A New Map of Ayrshire' (1775),1775,1775
1330,SC1330,1857,Other,"Annotated Camp on the 1st edition OS 25-inch map (Ayrshire 1860, sheet 22.11)",1857,1857
1330,SC1330,1891,Earthwork Survey,"Sketch-plan and description by David Christison (1893, 390, pl vi fig 1)",1891,1891
1330,SC1330,1895,Other,"Description by John Smith (1895, 121)",1895,1895
1330,SC1330,1953,Earthwork Survey,Plan and description during RCAHMS Survey of Marginal Lands (RCAHMS AYD 13/2 & DP 147615),1953,1953
1330,SC1330,1954,Other,Visited by the OS,1954,1954
1330,SC1330,1982,Other,Revised at 1,1982,1982
1330,SC1330,1983,Other,Visited by the Hill-Fort Study Group,1983,1983
1330,SC1330,1985,Excavation,Halpin 1992,1985,1985
1330,SC1330,1985,Other,Description by RCAHMS,1985,1985
1330,SC1330,1992,Excavation,Watching brief (CFA 1992),1992,1992
1330,SC1330,1993,Other,Scheduled,1993,1993
1332,WA1332,1887,1st Identified Map Depiction,OS map.,1887,1887
1332,WA1332,1976,Other,RCAHMW investigation.,1976,1976
1332,WA1332,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1333,WA1333,1887,1st Identified Map Depiction,OS map.,1887,1887
1333,WA1333,1947,Other,Site investigation H. N. Savory 1947,1947,1947
1333,WA1333,1973-82,Other,Site observations and investigations by OS and RCAHMW.,1973,1982
1333,WA1333,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1333,WA1333,Uncertain,Other,RCAHMW aerial reconnaissance.,null,null
1334,SC1334,1954,Earthwork Survey,Plan and description during RCAHMS Survey of Marginal Lands (RCAHMS DC31557 & DP149905; DC31558 & DP149906),1954,1954
1335,SC1335,1954,Earthwork Survey,Plan and description during RCAHMS Survey of Marginal Lands (RCAHMS DP149893 & DC31555; DP149894 & DC31556),1954,1954
1335,SC1335,1955,1st Identified Map Depiction,Surveyed at 1,1955,1955
1335,SC1335,1964,Other,Surveyed at 1,1964,1964
1336,WA1336,1980,Other,RCAHMW investigation.,1980,1980
1336,WA1336,2006-2007,Other,CPAT defended enclosures survey.,2006,2007
1337,SC1337,1954,Earthwork Survey,Plan and description during RCAHMS Survey of Marginal Lands (RCAHMS DC31548 & DP149886),1954,1954
1337,SC1337,1964,1st Identified Map Depiction,Surveyed at 1,1964,1964
1337,SC1337,2011,Other,Scheduled,2011,2011
1338,SC1338,1954,Earthwork Survey,Plan and description during RCAHMS Survey of Marginal Lands (RCAHMS DBD 1/8 & DP148463,1954,1954
1338,SC1338,1956,1st Identified Map Depiction,Visited by the OS,1956,1956
1338,SC1338,1960,Other,Scheduled,1960,1960
1338,SC1338,1963,Other,Surveyed at 1,1963,1963
1338,SC1338,1978,Other,Description by RCAHMS,1978,1978
1340,WA1340,1886,1st Identified Map Depiction,OS map.,1886,1886
1341,SC1341,1918,Earthwork Survey,Sketch-plan by H B Collins (RCAHMS REN 28/1 & E52650 & SC923367),1918,1918
1341,SC1341,1954,Earthwork Survey,Plan and description during RCAHMS Survey of Marginal Lands (RCAHMS DC31568 & DP149901; DC31569 & DP149900; DP148823 & REN 28/4),1954,1954
1341,SC1341,1963,Excavation,Nisbet 1963; 1996,1963,1963
1341,SC1341,1964,Excavation,Nisbet 1964; 1996,1964,1964
1341,SC1341,1964,Other,Surveyed at 1,1964,1964
1341,SC1341,1965,Excavation,Nisbet 1965,1965,1965
1341,SC1341,1983,Other,Visit by the Hill-Fort Study Group,1983,1983
1344,WA1344,1886,1st Identified Map Depiction,OS map.,1886,1886
1344,WA1344,1972,Other,Investigation OS.,1972,1972
1344,WA1344,1991,Other,Site visit CPAT.,1991,1991
1344,WA1344,1998,Other,"Cambrian Archaeological Projects 1998 , Forest Enterprise Welsh Heritage Assets Project, Archaeological Survey Phase III, Contract 6, Clocaenog/Cynwyd/Ceiriog/Mathrafal/Ceri.",1998,1998
1345,WA1345,1886,1st Identified Map Depiction,OS map.,1886,1886
1345,WA1345,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1346,WA1346,1886,1st Identified Map Depiction,OS map.,1886,1886
1346,WA1346,1988,Other,CPAT Iron Age and Romano-British Settlement in the Upper Severn Valley research project.,1988,1988
1346,WA1346,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1347,WA1347,1886,1st Identified Map Depiction,OS map.,1886,1886
1347,WA1347,2007,Other,RCAHMW survey.,2007,2007
1347,WA1347,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1348,WA1348,1886,Other,OS map.,1886,1886
1348,WA1348,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1349,WA1349,1886,1st Identified Map Depiction,OS map.,1886,1886
1349,WA1349,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1350,WA1350,1886,1st Identified Map Depiction,OS map.,1886,1886
1350,WA1350,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1351,WA1351,1886,1st Identified Map Depiction,OS map.,1886,1886
1351,WA1351,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1352,WA1352,1886,1st Identified Map Depiction,OS map.,1886,1886
1352,WA1352,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1353,IR1353,1840,1st Identified Map Depiction,OS six-inch mapping,1840,1840
1353,IR1353,1939,1st Identified Written Reference,Davies and Swan,1939,1939
1353,IR1353,1983,Earthwork Survey,Brian Lacy,1983,1983
1354,IR1354,1913,1st Identified Map Depiction,OS six-inch map,1913,1913
1354,IR1354,1983,Earthwork Survey,Brian Lacy,1983,1983
1355,IR1355,1913,1st Identified Map Depiction,OS six-inch mapping,1913,1913
1355,IR1355,1983,Earthwork Survey,Brian Lacy,1983,1983
1356,IR1356,1913,1st Identified Map Depiction,OS six-inch mapping,1913,1913
1356,IR1356,1983,Earthwork Survey,Brian Lacy,1983,1983
1357,IR1357,1913,1st Identified Map Depiction,OS six-inch mapping,1913,1913
1357,IR1357,1983,Earthwork Survey,Brian Lacy,1983,1983
1358,SC1358,1977,1st Identified Written Reference,Discovery,1977,1977
1358,SC1358,1982,Other,Visited by the OS,1982,1982
1359,IR1359,1983,Earthwork Survey,Brian Lacy,1983,1983
1360,WA1360,1886,1st Identified Map Depiction,OS map.,1886,1886
1361,WA1361,1909,Other,RCAHMW investigation.,1909,1909
1361,WA1361,2003,Other,CPAT Montgomery Canal Conservation Management Strategy landscape archaeology assessment.,2003,2003
1361,WA1361,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1362,SC1362,1953,Earthwork Survey,Plan and description during RCAHMS Survey of Marginal Lands (RCAHMS AYD 10/3 & DP148749; AYD 10/1 & DP148747),1953,1953
1362,SC1362,1954,Other,Visited by the OS,1954,1954
1362,SC1362,1982,Other,"Visited by the OS, but by then destroyed",1982,1982
1363,IR1363,1840,1st Identified Map Depiction,OS six-inch mapping,1840,1840
1363,IR1363,1983,Earthwork Survey,Brian Lacy,1983,1983
1364,SC1364,1954,1st Identified Written Reference,Discovered by the OS,1954,1954
1364,SC1364,1982,1st Identified Map Depiction,Surveyed at 1,1982,1982
1364,SC1364,1983,Other,Visited by the Hill-Fort Study Group,1983,1983
1364,SC1364,1985,Other,Description by RCAHMS,1985,1985
1364,SC1364,1990,Other,Scheduled,1990,1990
1365,SC1365,1955,Other,Description by RCAHMS Survey of Marginal Lands,1955,1955
1365,SC1365,1974,Excavation,(Alcock and Alcock 1990),1974,1974
1365,SC1365,1975,Excavation,(Alcock and Alcock 1990),1975,1975
1365,SC1365,1994,Other,Scheduled,1994,1994
1367,WA1367,1883,Other,OS map.,1883,1883
1367,WA1367,2009,Geophysical Survey,CPAT.,2009,2009
1367,WA1367,2010,Geophysical Survey,CPAT.,2010,2010
1367,WA1367,2011,Earthwork Survey,CPAT.,2011,2011
1367,WA1367,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1367,WA1367,9th or 10th Century,1st Identified Written Reference,Reference in saga Canu Llywarch Hen.,801,1000
1370,WA1370,1886,1st Identified Map Depiction,OS map.,1886,1886
1370,WA1370,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1371,WA1371,1886,1st Identified Map Depiction,OS map.,1886,1886
1371,WA1371,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1372,WA1372,1973,1st Identified Map Depiction,null,1973,1973
1372,WA1372,2013,LiDAR Survey,null,2013,2013
1372,WA1372,2013,Earthwork Survey,null,2013,2013
1372,WA1372,1999-2000,Other,"CPAT Historic Landscape Characterisation, Vale of Montgomery.",1999,2000
1372,WA1372,2007-2008,Other,CPAT defended enclosures project.,2007,2008
1373,WA1373,1882,1st Identified Map Depiction,OS map.,1882,1882
1373,WA1373,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1373,WA1373,1999-2000,Other,"CPAT Historic Landscape Characterisation, Vale of Montgomery.",1999,2000
1374,WA1374,1883,1st Identified Map Depiction,OS map.,1883,1883
1374,WA1374,1909,Other,RCAHMW investigation.,1909,1909
1374,WA1374,1990-97,Other,CPAT Montgomeryshire Small enclosures project,1990,1997
1374,WA1374,1999-2000,Other,"CPAT Historic Landscape Characterisation, Vale of Montgomery 1999-2000.",1999,2000
1376,WA1376,1884,1st Identified Map Depiction,OS map.,1884,1884
1377,WA1377,1889,1st Identified Map Depiction,OS map.,1889,1889
1377,WA1377,2006,Other,CPAT defended enclosures survey.,2006,2006
1378,WA1378,1889,1st Identified Map Depiction,OS map.,1889,1889
1378,WA1378,2006,Other,CPAT defended enclosures survey.,2006,2006
1379,WA1379,1889,1st Identified Map Depiction,OS map.,1889,1889
1379,WA1379,2006,Other,CPAT defended enclosures survey.,2006,2006
1380,WA1380,1952,1st Identified Written Reference,Recorded for the first time by Savory,1952,1952
1380,WA1380,2006,Other,CPAT defended enclosures survey.,2006,2006
1381,WA1381,1889,1st Identified Map Depiction,OS map.,1889,1889
1381,WA1381,2006,Other,CPAT defended enclosures survey.,2006,2006
1382,WA1382,1889,1st Identified Map Depiction,OS map.,1889,1889
1382,WA1382,2006,Other,CPAT defended enclosures survey.,2006,2006
1383,WA1383,2006,Other,CPAT defended enclosures survey 2006.,2006,2006
1383,WA1383,1887-89,1st Identified Map Depiction,OS map.,1887,1889
1384,WA1384,1889,1st Identified Map Depiction,OS map.,1889,1889
1384,WA1384,2006,Other,CPAT defended enclosures survey.,2006,2006
1385,WA1385,1889,1st Identified Map Depiction,OS map.,1889,1889
1385,WA1385,2006,Other,CPAT defended enclosures survey.,2006,2006
1386,IR1386,1840,1st Identified Map Depiction,OS six-inch mapping,1840,1840
1386,IR1386,1983,Earthwork Survey,Brian Lacy,1983,1983
1387,IR1387,1983,Earthwork Survey,Brian Lacy,1983,1983
1388,IR1388,1840,1st Identified Map Depiction,OS-six-inch mapping,1840,1840
1388,IR1388,1983,Earthwork Survey,Brian Lacy,1983,1983
1389,SC1389,1954,Earthwork Survey,Plan and description during RCAHMS Survey of Marginal Lands (RCAHMS DC31522 & DP149873),1954,1954
1389,SC1389,1956,Excavation,(Newall 1956; 1960),1956,1956
1389,SC1389,1957,1st Identified Map Depiction,"Annotated Intrenchment on the 1st edition OS 25-inch map (Renfrewshire 1863, sheets 11.15 & 15.3)",1957,1957
1389,SC1389,1964,Other,Resurveyed at 1,1964,1964
1389,SC1389,1983,Other,Visit by the Hill-Fort Study Group,1983,1983
1389,SC1389,1991,Other,Scheduled,1991,1991
1390,IR1390,1983,Earthwork Survey,Brian Lacy (Donegal Archaeological Survey).,1983,1983
1391,IR1391,1840,1st Identified Map Depiction,OS six-inch mapping,1840,1840
1391,IR1391,1983,Earthwork Survey,Brian Lacy (Donegal Archaeological Survey),1983,1983
1392,IR1392,1983,Earthwork Survey,Brian Lacy (Donegal Archaeological Survey),1983,1983
1392,IR1392,1920s,1st Identified Map Depiction,Third edition six-inch OS map,1920,1929
1393,WA1393,1889,1st Identified Map Depiction,OS map.,1889,1889
1393,WA1393,2006,Other,CPAT defended enclosures survey.,2006,2006
1395,WA1395,1889,1st Identified Map Depiction,OS map.,1889,1889
1395,WA1395,2006,Other,CPAT defended enclosures survey.,2006,2006
1396,WA1396,1889,1st Identified Map Depiction,OS map.,1889,1889
1396,WA1396,2006,Other,CPAT defended enclosures survey.,2006,2006
1397,WA1397,1889,1st Identified Map Depiction,OS map.,1889,1889
1397,WA1397,2006,Other,CPAT defended enclosures survey.,2006,2006
1399,WA1399,2006,Other,CPAT defended enclosures survey.,2006,2006
1400,WA1400,1887,1st Identified Map Depiction,OS map.,1887,1887
1400,WA1400,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1401,SC1401,1755,1st Identified Map Depiction,Roy's Map 1747-55,1755,1755
1401,SC1401,1795,1st Identified Written Reference,"Noted (Stat Acct, xv, 1795, 489n)",1795,1795
1401,SC1401,1857,Earthwork Survey,"Annotated Camp on the 1st edition OS 25-inch map (Renfrewshire 1863, sheet 11.3)",1857,1857
1401,SC1401,1951,Other,"Visited by the OS, but by then destroyed",1951,1951
1401,SC1401,1954,Other,Visited during RCAHMS Survey of Marginal Lands,1954,1954
1402,WA1402,1885-1900,1st Identified Map Depiction,null,1885,1900
1402,WA1402,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1403,WA1403,1886-87,1st Identified Map Depiction,OS map.,1886,1887
1403,WA1403,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1404,WA1404,1883,1st Identified Written Reference,E. Griffith.,1883,1883
1404,WA1404,1886,1st Identified Map Depiction,OS map.,1886,1886
1404,WA1404,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1405,WA1405,2007-2008,Other,CPAT defended enclosures in Montgomeryshire survey.,2007,2008
1406,IR1406,1983,Earthwork Survey,Brian Lacy (Donegal Archaeological Survey),1983,1983
1406,IR1406,1840s,1st Identified Map Depiction,OS six-inch mapping,1840,1849
1407,IR1407,1983,Earthwork Survey,Bran Lacy (Donegal Archaeological Survey),1983,1983
1407,IR1407,1840s,1st Identified Map Depiction,OS six-inch map,1840,1849
1408,WA1408,1886,1st Identified Map Depiction,OS map.,1886,1886
1408,WA1408,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1409,WA1409,1990-97,Other,Montgomeryshire Small enclosures project,1990,1997
1410,WA1410,1886,1st Identified Map Depiction,OS map.,1886,1886
1410,WA1410,1990-97,Other,CPAT Montgomeryshire Small enclosures project.,1990,1997
1411,WA1411,1696,1st Identified Written Reference,Early account - no details.,1696,1696
1411,WA1411,1886-1887,1st Identified Map Depiction,OS map.,1886,1887
1412,WA1412,1880,1st Identified Written Reference,Referred to by G.E. Robinson.,1880,1880
1412,WA1412,1933,Excavation,Section through rampart by R.U. Sayce.,1933,1933
1412,WA1412,1974,Earthwork Survey,D. Roe and P. Crew.,1974,1974
1412,WA1412,1975,Excavation,Section re-opened by Crew el al.,1975,1975
1412,WA1412,1978,Earthwork Survey,D. Roe and P. Crew.,1978,1978
1412,WA1412,1978,Other,Field observation by G. Guilbert and Welsh Office.,1978,1978
1412,WA1412,1978,Earthwork Survey,CPAT and UCNW Bangor.,1978,1978
1412,WA1412,1980,Excavation,Excavation of structure by Crew et al.,1980,1980
1412,WA1412,1885-1900,1st Identified Map Depiction,null,1885,1900
1412,WA1412,1974-2012,Other,"Extensive surveys and some excavation by P. Crew, G. Gulbert and D. Roe.",1974,2012
1412,WA1412,1990-97,Other,CPAT Montgomeryshire Small enclosures project 1990-97.,1990,1997
1413,WA1413,1889,1st Identified Map Depiction,OS map.,1889,1889
1413,WA1413,2006,Other,CPAT defended enclosures survey.,2006,2006
