References_Atlas_Number,References_Title_Name,References_Source,References_Citation
0259,"SC0259 Auchenhay, Dumfries & Galloway",Jones 1979,"Jones, B (1979) 'Aerial reconnaissance, Solway survey; Dumfries and Galloway 1977 to 1979', Discovery Excav Scot 1979, 3"
0259,"SC0259 Auchenhay, Dumfries & Galloway",Truckell 1984,"Truckell, A E (1984) 'Some lowland native sites in Western Dumfriesshire and Galloway' in Miket, R and Burgess, C Between and beyond the Walls"
0260,"SC0260 Craig Hill, Dumfries & Galloway",Coles 1893,"Coles, F R (1893) 'The motes, forts, and doons in the east and west divisions of the Stewartry of Kirkcudbright', Proc Soc Antiq Scot 27, 92-182"
0260,"SC0260 Craig Hill, Dumfries & Galloway",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland, London"
0260,"SC0260 Craig Hill, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0261,"SC0261 Edgarton Mote, Dumfries & Galloway",Coles 1893,"Coles, F R (1893) 'The motes, forts, and doons in the east and west divisions of the Stewartry of Kirkcudbright', Proc Soc Antiq Scot 27, 92-182"
0261,"SC0261 Edgarton Mote, Dumfries & Galloway",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland, London (p 130)"
0261,"SC0261 Edgarton Mote, Dumfries & Galloway",Feachem 1965,"Feachem, R (1965) The North Britons"
0261,"SC0261 Edgarton Mote, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0262,"SC0262 Giant's Dike, Dumfries & Galloway",Coles 1893,"Coles, F R (1893) 'The motes, forts, and doons in the east and west divisions of the Stewartry of Kirkcudbright', Proc Soc Antiq Scot 27, 92-182"
0262,"SC0262 Giant's Dike, Dumfries & Galloway",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland, London (p 130)"
0262,"SC0262 Giant's Dike, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0263,"SC0263 Stroanfreggan Craig, Dumfries & Galloway",Coles 1892,"Coles, F R 1892 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0263,"SC0263 Stroanfreggan Craig, Dumfries & Galloway",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland, London (p 131)"
0263,"SC0263 Stroanfreggan Craig, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0264,"SC0264 Carminnows, Dumfries & Galloway",Childe 1936,"Childe, V G (1936b) '(1) Carminnow Fort; (2) Supplementary excavations at the vitrified fort of Finavon, Angus; and (3) some Bronze Age vessels from Angus', Proc Soc Antiq Scot 70, Page(s)"
0264,"SC0264 Carminnows, Dumfries & Galloway",Coles 1892,"Coles, F R 1892 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0264,"SC0264 Carminnows, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0265,"SC0265 East Kirkcarswell, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) 'The motes, forts and doons of the Stewartry of Kirkcudbright (part 1)', Proc Soc Antiq Scot 25, 352-96"
0265,"SC0265 East Kirkcarswell, Dumfries & Galloway",null,"Feachem, R (196b) A guide to prehistoric Scotland, London (p 130)"
0265,"SC0265 East Kirkcarswell, Dumfries & Galloway",Feachem 1965,"Feachem, R (1965) The North Britons"
0265,"SC0265 East Kirkcarswell, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0266,"SC0266 Barend Mote, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright. Proc Soc Antiq Scotland 25,352-96"
0266,"SC0266 Barend Mote, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0267,"SC0267 Castleyards, Dumfries & Galloway",Coles 1892,"Coles, F R 1892 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0267,"SC0267 Castleyards, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0267,"SC0267 Castleyards, Dumfries & Galloway",Toolis 2003,"Toolis, R (2003) 'A study of the promontory forts of the north Solway coast'. Trans Dumfriesshire Galloway natur Hist Antiq Soc 3 Ser, 77, 37-78"
0268,"SC0268 Nether Hazelfield, Dumfries & Galloway",Coles 1892,"Coles, F R 1892 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0268,"SC0268 Nether Hazelfield, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0269,"SC0269 Castle Muir, Dumfries & Galloway",Coles 1892,"Coles, F R (1892) 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0269,"SC0269 Castle Muir, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0269,"SC0269 Castle Muir, Dumfries & Galloway",Skene 1829,"Skene, J (1829) A series of sketches of the existing localities alluded to in the Waverley Novels. Edinburgh; London"
0270,"SC0270 Spouty Dennans, Dumfries & Galloway",Coles 1892,"Coles, F R (1892) 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0270,"SC0270 Spouty Dennans, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0271,"SC0271 Spouty Dennans, Dumfries & Galloway",Coles 1892,"Coles, F R (1892) 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0271,"SC0271 Spouty Dennans, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0272,"SC0272 Castlecreavie, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright. Proc Soc Antiq Scotland 25, 352-96"
0272,"SC0272 Castlecreavie, Dumfries & Galloway",Naddair 1992,"Naddair, K (1992) 'Castlecreavie dun 2A (Kirkcudbright parish)', Disc Exc Scot 1992, 26"
0272,"SC0272 Castlecreavie, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0272,"SC0272 Castlecreavie, Dumfries & Galloway",van Hoek 1994,"van Hoek, M (1994) 'Castlecreavie dun (Kirkcudbright parish)', Disc Exc Scot 1994, 5"
0273,"SC0273 High Fort, North Milton, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright (Part I). Proc Soc Antiq Scotland 25, 352-96"
0273,"SC0273 High Fort, North Milton, Dumfries & Galloway",Feachem 1956,"Feachem, R W (1956a) 'Iron Age and early medieval monuments in Galloway and Dumfriesshire', Trans Dumfriesshire Galloway Natur Hist Antiq Soc, 3 ser, 33"
0273,"SC0273 High Fort, North Milton, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0274,"SC0274 Doon Hill, Balig, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright (Part I). Proc Soc Antiq Scotland 25, 352-96"
0274,"SC0274 Doon Hill, Balig, Dumfries & Galloway",Crone 1981,"Crone, A (1981) 'Doonhill (Rerrick p), hillfort', Disc Exc Scot 1981, 8-9"
0274,"SC0274 Doon Hill, Balig, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0275,"SC0275 Glennap Fort, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright (Part I). Proc Soc Antiq Scotland 25, 352-96"
0275,"SC0275 Glennap Fort, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0276,"SC0276 Craigraploch, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright (Part I). Proc Soc Antiq Scotland 25, 352-96"
0276,"SC0276 Craigraploch, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0277,"SC0277 Castle Hill, Dumfries & Galloway",Coles 1892,"Coles, F R (1892) 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0277,"SC0277 Castle Hill, Dumfries & Galloway",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland, London (p 129)"
0277,"SC0277 Castle Hill, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0278,"SC0278 Ingleston, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright (Part I). Proc Soc Antiq Scotland 25, 352-96"
0278,"SC0278 Ingleston, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0279,"SC0279 Dunguile Hill, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) 'The motes, forts and doons of the Stewartry of Kirkcudbright (part 1)', Proc Soc Antiq Scot 25, 352-96"
0279,"SC0279 Dunguile Hill, Dumfries & Galloway",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland, London (p 129)"
0279,"SC0279 Dunguile Hill, Dumfries & Galloway",Feachem 1965,"Feachem, R (1965) The North Britons"
0279,"SC0279 Dunguile Hill, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0281,"SC0281 Netherthird, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) 'The motes, forts and doons of the Stewartry of Kirkcudbright (part 1)', Proc Soc Antiq Scot 25, 352-96"
0281,"SC0281 Netherthird, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0281,"SC0281 Netherthird, Dumfries & Galloway",Tabraham 1984,"Tabraham, C J (1984) 'Norman settlement in Galloway"
0282,"SC0282 Kennan's Isle, Tongland Loch, Dumfries & Galloway",Coles 1893,"Coles, F R (1893) 'The motes, forts, and doons in the east and west divisions of the Stewartry of Kirkcudbright', Proc Soc Antiq Scot 27, 92-182"
0282,"SC0282 Kennan's Isle, Tongland Loch, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0283,"SC0283 Corra Hill, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright (Part I). Proc Soc Antiq Scotland 25, 352-96"
0283,"SC0283 Corra Hill, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0284,"SC0284 March Cleugh, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright (Part I). Proc Soc Antiq Scotland 25, 352-96"
0284,"SC0284 March Cleugh, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0285,"SC0285 Wraith Plantation, Dumfries & Galloway",Coles 1892,"Coles, F R (1892) 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0285,"SC0285 Wraith Plantation, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0286,"SC0286 Suie Hill, Dumfries & Galloway",Coles 1892,"Coles, F R (1892) 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
0286,"SC0286 Suie Hill, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0287,"SC0287 Dungarry, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright. Proc Soc Antiq Scotland 25, 352-96"
0287,"SC0287 Dungarry, Dumfries & Galloway",Feachem 1963,"Feachem, R (1963b) A guide to prehistoric Scotland, London (p 130)"
0287,"SC0287 Dungarry, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0288,"SC0288 Meikle Sypland, Dumfries & Galloway",Coles 1891,"Coles, F R (1891) The motes, forts, and doons of The Stewartry of Kirkcudbright. Proc Soc Antiq Scotland 25, 352-96"
0288,"SC0288 Meikle Sypland, Dumfries & Galloway",RCAHMS 1914,"RCAHMS (1914) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Fifth report and inventory of monuments and constructions in Galloway, II, county of the Stewartry of Kirkcudbright, Edinburgh"
0289,"SC0289 Mote Hill, Dumfries & Galloway",Coles 1892,"Coles, F R (1892) 'The Motes, Forts, and Doons of the Stewartry of Kirkcudbrightshire. (Part II)' Proc Soc Antiq Scot 26, 117-70"
